Line Item Quantity,Line Item Value,Pack Price,Unit Price,LineItemInsurance,Delay,Shipment Mode Binary
-0.4585272973016246,-0.4313076242054655,-0.0641699635921857,-0.2059615783662656,-0.4529237710148446,-2.304677305064962,0
0.4015764299835266,-0.184464720353728,-0.4799461248796186,-0.2255448122418811,-0.2455074958877891,0.1630535433545443,0
-0.458053959986102,-0.4259593084216755,0.3609336030810291,0.3854520846773246,-0.4497374843432244,1.7355145956032532,0
-0.4597729218161578,-0.4347372703457209,-0.3708437467307749,-0.2020449315911424,-0.4565275711124013,-0.1468475399353472,0
-0.4577799225929047,-0.4248257540166333,0.3609336030810291,0.3854520846773246,-0.4458480171647638,0.0712310001575394,0
-0.4524984746512841,-0.3682150165248218,1.3388979253478663,-0.0257958267106023,-0.4006247208185959,0.0712310001575394,0
-0.460196434151099,-0.4349834963963163,-0.1125028824094196,-0.0414624138110948,-0.4569890333200151,0.0712310001575394,1
1.819221689973723,1.8396423895559983,-0.3253373143940811,-0.1902949912657731,1.1385934598731853,-0.3993595337271106,0
-0.4551890236026757,-0.2370417753423472,7.979162614080469,1.7288619285445528,-0.1656745339705741,0.0712310001575394,0
1.3340011165824734,1.5479345616696962,-0.3018774766055991,-0.18637834449065,2.4603530688245985,0.289309540250426,0
-0.4592995845006352,-0.4336119277694654,-0.2018198551944834,-0.084545528337449,-0.4560441345139485,0.0712310001575394,1
-0.4601715216608084,-0.4350640689281746,-0.3971300709997968,-0.2059615783662656,-0.4570329821016927,0.0712310001575394,1
1.467606802011301,1.0052918595457052,-0.3801711521165569,-0.1667951106150344,1.4693739651690396,0.0712310001575394,0
0.2871035370979287,0.3908825721117372,-0.3018774766055991,-0.18637834449065,0.4729012638037908,0.3352208118489285,0
-0.460046959209355,-0.4346881603892525,-0.1119375851133116,-0.0414624138110948,-0.4567912638024664,0.0712310001575394,1
-0.4595237969132511,-0.4316528430470011,0.4739930623026288,-0.1942116380408962,-0.4524403344163918,-1.0880286077046473,1
-0.2186200158025368,-0.1942923472161925,-0.325619963042135,-0.1902949912657731,-0.1349982843596652,1.76994804930213,1
