PC1,PC2,PC3
-0.7161850167943794,-0.6134950137085922,0.22000351629388773
-1.046379998052452,2.5288363073901503,-2.121642811196608
-0.721861494020822,-0.61302407708089,0.219516982596656
-0.8725896889362064,0.79708214684905,-1.0367254891092763
-0.7167346432650509,-0.5815441680147659,0.19422303181778638
-0.6491129789748753,-0.6190717506668444,0.22576047826219092
-0.8612869745522316,0.9312450878180962,-0.041867497609550434
-0.7370872439058095,-0.4855904486995665,0.1430756067812221
-0.7683258691596773,-0.05838244508961611,0.023893387158929514
-0.7153266540665537,-0.5799365277677291,0.19269223865290666
-0.8057504962218036,0.24113009508836508,-0.3054706124190268
-0.7526411174604876,-0.31937190139206595,-0.03751896627111308
-0.820367983709248,0.459927078872608,0.03893110495750108
-0.8604923527190088,0.8475248967168368,-0.30014073244312217
-0.778345875701355,0.050403108617893495,-0.01760286788486604
-0.7737697604475807,0.05100784990762124,-0.017840158506326427
-0.7163441736495463,-0.5818829352534105,0.19458685201207862
-0.7564848472015416,-0.29350602565071665,0.024691383157280734
-0.7941998312467577,0.10140058172113091,-0.4256526886575193
-0.8124844207849353,0.5444898963155216,-0.09817059984532442
-0.5169958131882194,-0.1284598581432704,0.04527556526008049
-0.4962043577986652,-0.1702181091227442,0.05998791523478854
-0.7032638640721538,-0.5380841573921171,0.15238276264462386
-0.7095857467646375,-0.5866596323269335,0.19944110887611138
-0.6669209895533929,-0.4860321724889609,0.10918295730422582
-0.700627948686374,-0.5422368747222583,0.1784140221691551
-0.7242415724128641,-0.49421995730801815,0.11385170872274328
-0.5872561296063251,-0.5175274447102619,0.1868795787625754
-0.7243907617034833,-0.49423050546572755,0.11385354369130755
-0.6506547231225328,-0.5108717593443168,0.1613354389803171
-0.16438625031064885,0.2753237119044282,-0.4407331501070103
-0.32004002059968845,-0.23532133307122083,-0.0009449935074291847
-0.41729214408100207,-0.5282444756979141,0.17748214078697522
-0.7992668008374678,0.13592463390686652,-0.45439606900672624
-0.8075985393919699,0.407850185709303,-0.14507037120635774
-0.672484352509267,-0.11707288737757905,-0.08144963026928217
-0.7454202411549768,-0.3851541796784345,0.060448008065706244
-0.4945148416517099,-0.3869562303820393,0.08946919701541954
-0.7200717382181728,-0.4806598383157471,0.10629891643432163
-1.4671210837062527,7.308635810831075,-5.6799072753135516
-0.7025665801467836,-0.6146261191104304,0.2211716152904135
-0.7458189376651234,0.2395987227027305,-0.49671489044456446
-0.7433504513319755,-0.4317644591376196,0.08984605234602269
-0.7348059583813562,0.026893433016266097,-0.007697451767341952
-0.7095415654604385,-0.6140467201548943,0.22057329518712168
-0.7011853055758139,0.1943946589281026,-0.4543282933393036
-0.6863456263262302,-0.19663884719562089,-0.03217179054501043
-0.7552219954467816,-0.3075898351387101,-0.04925762506733352
-0.7541527863548084,-0.2888282805231019,0.020268071598660068
-0.7267746748768686,-0.5286497163669794,0.19136104097832524
-0.7698571996761551,-0.0827397387662567,0.031183187507610052
-0.7523333281607937,-0.3472953727423509,-0.010111705257382378
-0.7575241695967574,0.07583838012602605,-0.024451019770931552
-0.7533452882338378,-0.31924934594070065,-0.037689456405459176
-0.6601330369423165,-0.14597321034954464,0.051870595339614724
-0.7338932119828139,-0.48295681107168753,0.10772836755913363
-0.8792951565961887,0.8628490629121357,-1.0962124753242466
-0.7522389165987544,-0.32776269353359877,-0.029259073190978115
-0.7525339329097728,-0.17407859394732217,-0.09756890490002397
-0.5596283103631858,-0.4820311393433276,0.14389493884285404
-0.7055823049302642,-0.5336135618999287,0.15338262146727966
-0.48495965956569675,-0.46157369237342777,0.13395856035497103
-0.6570873745855017,-0.2548263361433829,0.004960605369693568
-0.6777075804322285,-0.17953019574496246,0.06692506842261448
-0.7311432447332213,-0.5226935384993646,0.16336236478218058
-0.7056448049686375,-0.540348955253491,0.176356408454072
-0.7416276084102448,-0.2309872458990478,-0.013550574932579593
-0.02311902758891154,0.23361064260197875,-0.3560448623947872
-0.7899348433636965,0.40499877303634585,0.7154397607879313
-0.6623999098072374,-0.3567798900506475,0.06571593729053721
-0.7975511063895914,0.13616826543448962,-0.4544958048096779
-0.7417252711595668,-0.4480082570643318,0.10040256666772934
-0.7417252711595668,-0.4480082570643318,0.10040256666772934
-0.7369054228611677,-0.44062536802855284,0.1154210674569094
-0.7826785963971786,0.021816653064090637,-0.006393048688917989
-0.7255321533864404,-0.49881820292953977,0.15120389063361622
-0.892033723800478,1.703376433765645,-0.41640594742472703
-1.046379998052452,2.5288363073901503,-2.121642811196608
-1.0452496934891773,2.5290116516516408,-2.121717174634825
-0.7438104204300839,0.0011309122443002577,0.00037862651196646544
-0.6471404041339102,1.1933995707595761,-1.114848167036203
-0.6670689851903921,-0.6175783349358589,0.22421896510074096
-0.7884396325433146,0.0314010359303223,-0.24681400518709293
-0.5837269586583599,-0.15745273611453517,0.057530247743663165
-0.7237954422358187,-0.6128625374436906,0.2193504922046516
-0.8505439099323059,0.9599585212839886,-0.047150946283784065
-0.7478895258554276,-0.38701537782618456,0.062106943745593585
-0.7619821294602286,-0.09607099111941363,-0.09788594587780645
-0.6916700896774236,-0.48276912129938915,0.14277725147842085
-0.691695005389308,-0.13468433377287523,0.04941521414810596
-0.7363125310289144,-0.4851677388038386,0.10975091979308137
-0.7328562535512168,-0.49228462474466644,0.14438598640060535
-0.8008052304928773,0.20504038311132441,-0.2806932963888046
-0.9381489529244144,1.696452142956813,-0.4135202063799547
-0.694906996310539,-0.4928019510319632,0.14698354756925142
-0.7036208521489656,-0.5132756626170478,0.16100592683084708
-0.639366425110873,-0.5489298440486997,0.18199564620842323
-0.6895278859904631,-0.17133823383392494,-0.09547936320233065
0.10067478428701736,-0.13124096222879192,-0.0492881268405547
-0.6364004991072658,-0.22840586918123137,-0.013846777940875899
-0.722902674111524,-0.5440197106348079,0.19564171422275622
-0.6619308397995468,-0.5698901458649271,0.18485005322494683
-0.6245891869348217,-0.3148176514585105,0.03837407293037513
-0.7439946211739867,-0.1669361789646188,0.060731780582437354
-0.7464092656775346,-0.39477712262879766,0.025894248910008213
-0.7693057292212329,-0.08305177075496124,0.03153435530160474
-0.7950346789679928,0.31821336127728866,0.6738929953322815
-0.8514637063126442,0.586084369587577,-0.8502543867579011
-0.7415634058990627,-0.44223843560101717,0.1002406845031199
-0.7775146950766507,0.4064388435579916,0.7149243047504341
-0.5168268464653434,-0.22009953028725895,0.07957272837957281
-0.5573499645288614,-0.08804246799160384,-0.15033883985505694
-0.568711644482508,0.202935932818492,-0.40807539939278525
-0.6787110540160959,-0.5123609374360518,0.16137157889694315
-0.6991881570500412,-0.32845714326444014,0.008126018378844111
-0.7408157447742559,-0.4393558882094365,0.11393240819436423
-0.7517257814041878,-0.3341451828735891,0.009979481750501852
-0.7369054228611677,-0.44062536802855284,0.1154210674569094
-0.7369025362079485,-0.12957151957030383,-0.07411835638785075
-0.7679750105926663,-0.11968136130349517,0.045579714646819605
-0.7467539587778509,-0.2283782991682328,-0.016484750694509522
-0.7476312119099547,-0.381702977606779,0.01847618281539139
-0.8837603274317705,0.987254824139226,-1.207450157599705
-0.7559624709962133,0.11140589719460034,-0.03719678196250437
-0.7210326590715377,-0.6130933083539756,0.21958833562180077
-0.7190583112852316,-0.6132550119618958,0.21975615914005261
-0.7024468504292605,0.1851296889760159,-0.06678978315787923
-0.7224140506536783,-0.612977922898833,0.2194694139132262
-0.7665488212988166,1.5219429386320047,-0.7879934681280276
-0.7232152577713197,-0.6129109993348504,0.21940043932225292
-0.700350645213464,-0.4744646268788402,0.10135449550777341
-0.911803330656334,1.3097665891859063,-1.2127804833436406
-0.7571342203668597,-0.28975960934455325,0.020970274539830407
-0.7469754296938153,0.08205163660193696,-0.029719451005428728
-0.48328267560485366,0.11385600790537728,-0.040313295452331185
-1.2169497169166417,10.404530155206771,9.971778524265195
-0.7179464416391559,-0.43899835257146264,0.11499963644726256
