Country,Vendor INCO Term,Shipment Mode,Scheduled Delivery Date,Delivered to Client Date,Vendor,Line Item Quantity,Line Item Value,Pack Price,Unit Price,First Line Designation,LineItemInsurance,Manufacturing country,Manufacturing_Country_Lat,Manufacturing_Country_Lon,Warehouse_Country_Lat,Warehouse_Country_Lon,Distance_to_Warehouse_mi,Delay
South Africa,DDP,Truck,2014-11-19,2014-11-19,S. BUYS WHOLESALER,39,1523.85,39.07,0.33,No,1.89,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2015-02-06,2015-06-02,PHARMACY DIRECT,31,1545.41,49.85,0.83,No,1.59,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,116
South Africa,DDP,Truck,2014-08-27,2014-08-27,S. BUYS WHOLESALER,19,626.77,32.99,0.55,No,0.78,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2015-02-06,2015-06-02,PHARMACY DIRECT,8,136.35,17.04,0.19,No,0.14,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,116
South Africa,DDP,Truck,2014-11-28,2014-11-28,PHARMACY DIRECT,8,141.69,17.71,0.07,No,0.15,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
Vietnam,FCA,Air,2014-07-04,2014-04-07,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),400,9304.0,23.26,0.78,Yes,11.51,Germany,51.1638175,10.4478313,15.9266657,107.9650855,7178,-88
South Africa,DDP,Ocean,2010-12-10,2010-12-15,Aurobindo Pharma Limited,52516,236847.16,4.51,0.15,Yes,510.64,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,5
South Africa,DDP,Truck,2015-02-19,2015-02-19,PHARMACY DIRECT,3,73.53,24.51,0.1,No,0.08,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2014-05-08,2014-08-05,PHARMACY DIRECT,18,1254.77,69.71,0.58,Yes,1.29,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,89
Tanzania,FCA,Air,2010-11-06,2010-06-04,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),2855,103236.8,36.16,0.3,Yes,222.58,Germany,51.1638175,10.4478313,-6.5247123,35.7878438,4261,-155
South Africa,DDP,Truck,2014-08-29,2014-08-29,S. BUYS WHOLESALER,334,11131.8,33.33,1.11,No,13.77,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2014-08-27,2014-08-27,S. BUYS WHOLESALER,62,1597.1,25.76,0.21,No,1.98,Germany,51.1638175,10.4478313,-28.8166236,24.991639,5597,0
South Africa,DDP,Truck,2014-08-27,2014-08-27,S. BUYS WHOLESALER,273,6169.93,22.6,0.75,No,7.63,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2013-12-04,2013-04-12,S. BUYS WHOLESALER,48,1199.64,24.99,0.08,Yes,1.48,United Kingdom,54.7023545,-3.2765753,-28.8166236,24.991639,6010,-236
South Africa,DDP,Ocean,2011-04-26,2011-05-26,Aurobindo Pharma Limited,125247,567368.91,4.53,0.15,Yes,1223.25,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,30
South Africa,DDP,Truck,2009-08-27,2009-08-27,S. BUYS WHOLESALER,123,1348.43,10.96,0.13,Yes,2.64,United Kingdom,54.7023545,-3.2765753,-28.8166236,24.991639,6010,0
Haiti,CIP,Air,2010-06-29,2010-06-29,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),180,3052.8,16.96,0.09,Yes,6.58,Netherlands,52.24764975,5.541246849406163,19.1399952,-72.3570972,1556,0
South Africa,DDP,Truck,2014-08-29,2014-08-29,S. BUYS WHOLESALER,143,3866.47,27.04,0.11,No,4.78,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2014-03-10,2014-10-03,PHARMACY DIRECT,51,795.4,15.6,0.52,No,0.82,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,207
South Africa,DDP,Truck,2014-01-13,2014-01-13,S. BUYS WHOLESALER,8,46.26,5.78,0.1,No,0.05,Germany,51.1638175,10.4478313,-28.8166236,24.991639,5597,0
South Africa,DDP,Truck,2014-04-07,2014-07-04,S. BUYS WHOLESALER,3,19.05,6.35,0.08,Yes,0.02,United Kingdom,54.7023545,-3.2765753,-28.8166236,24.991639,6010,88
South Africa,DDP,Truck,2009-08-12,2009-12-08,S. BUYS WHOLESALER,46,470.75,10.23,0.17,Yes,0.92,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,118
South Africa,DDP,Truck,2015-08-24,2015-08-24,PHARMACY DIRECT,3,47.7,15.9,0.26,No,0.05,United States,39.7837304,-100.445882,-28.8166236,24.991639,9281,0
Mozambique,FCA,Air,2015-06-05,2015-05-06,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),120,822.0,6.85,0.11,Yes,0.97,Germany,51.1638175,10.4478313,-19.302233,34.9144977,5090,-30
South Africa,DDP,Truck,2015-12-02,2015-02-12,PHARMACY DIRECT,2,51.19,25.6,0.21,Yes,0.05,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,-293
South Africa,DDP,Truck,2014-08-27,2014-08-27,S. BUYS WHOLESALER,257,4298.6,16.73,0.56,No,5.32,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2009-10-28,2009-10-28,S. BUYS WHOLESALER,4500,12317.21,2.74,0.01,Yes,24.14,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2010-01-04,2010-04-01,S. BUYS WHOLESALER,1200,5558.6,4.63,0.08,No,11.98,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,87
South Africa,DDP,Truck,2015-08-24,2015-08-24,PHARMACY DIRECT,39,471.65,12.09,0.4,No,0.48,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2014-06-02,2014-02-06,S. BUYS WHOLESALER,53,3422.75,64.58,1.08,No,4.23,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,-116
South Africa,DDP,Truck,2015-12-02,2015-02-12,PHARMACY DIRECT,7,36.18,5.17,0.02,No,0.04,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,-293
South Africa,DDP,Truck,2014-01-13,2014-01-13,S. BUYS WHOLESALER,26,506.63,19.49,0.65,No,0.52,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
Vietnam,EXW,Air,2015-07-13,2015-07-13,HETERO LABS LIMITED,9600,96000.0,10.0,0.33,Yes,112.99,India,22.3511148,78.6677428,15.9266657,107.9650855,3034,0
South Africa,DDP,Truck,2015-12-05,2015-05-12,PHARMACY DIRECT,2,51.19,25.6,0.21,Yes,0.05,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,-207
South Africa,DDP,Truck,2015-08-24,2015-08-24,PHARMACY DIRECT,88,4713.55,53.56,0.89,No,4.85,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
Burkina Faso,EXW,Air,2015-11-07,2015-07-11,HETERO LABS LIMITED,140,280.0,2.0,0.07,Yes,0.33,India,22.3511148,78.6677428,12.0753083,-1.6880314,6714,-119
South Africa,DDP,Truck,2014-06-02,2014-02-06,S. BUYS WHOLESALER,1022,3808.14,3.73,0.06,No,4.71,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,-116
South Africa,DDP,Truck,2009-10-27,2009-10-27,S. BUYS WHOLESALER,500,2112.45,4.22,0.14,Yes,4.14,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
Uganda,CIP,Air,2014-07-30,2014-07-30,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),1300,72150.0,55.5,0.92,Yes,74.17,Netherlands,52.24764975,5.541246849406163,1.5333554,32.2166578,3309,0
South Africa,DDP,Truck,2014-08-27,2014-08-27,S. BUYS WHOLESALER,22,433.8,19.72,0.33,No,0.54,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2015-02-19,2015-02-19,PHARMACY DIRECT,3,21.46,7.15,0.03,No,0.02,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
Vietnam,EXW,Air,2015-07-09,2015-09-07,HETERO LABS LIMITED,5300,9540.0,1.8,0.03,Yes,11.23,India,22.3511148,78.6677428,15.9266657,107.9650855,3034,60
South Africa,DDP,Truck,2013-04-16,2013-04-16,S. BUYS WHOLESALER,6304,129614.89,20.56,0.69,No,160.33,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2015-09-03,2015-03-09,PHARMACY DIRECT,9,196.47,21.83,0.73,No,0.2,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,-178
South Africa,DDP,Truck,2015-08-24,2015-08-24,PHARMACY DIRECT,10,234.38,23.44,0.78,No,0.24,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2014-10-12,2014-12-10,S. BUYS WHOLESALER,13,287.28,22.1,0.37,No,0.34,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,59
South Africa,DDP,Truck,2014-08-29,2014-08-29,S. BUYS WHOLESALER,55,1833.08,33.33,1.11,No,2.27,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2015-08-24,2015-08-24,PHARMACY DIRECT,70,3749.42,53.56,0.89,No,3.85,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2014-02-17,2014-02-17,PHARMACY DIRECT,2500,37672.35,15.07,0.5,Yes,46.6,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2014-06-02,2014-02-06,S. BUYS WHOLESALER,44,311.64,7.08,0.03,No,0.39,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,-116
South Africa,DDP,Truck,2015-04-28,2015-04-28,PHARMACY DIRECT,80,731.44,9.14,0.15,No,0.75,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2014-08-27,2014-08-27,S. BUYS WHOLESALER,25,659.22,26.37,0.29,No,0.82,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2015-09-03,2015-03-09,PHARMACY DIRECT,13,230.24,17.71,0.07,No,0.24,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,-178
South Africa,DDP,Truck,2015-12-05,2015-05-12,PHARMACY DIRECT,27,1498.82,55.51,0.21,No,1.54,Spain,39.3260685,-4.8379791,-28.8166236,24.991639,5085,-207
South Africa,DDP,Truck,2010-05-31,2010-05-31,S. BUYS WHOLESALER,500,3093.93,6.19,0.03,No,6.67,Saudi Arabia,25.6242618,42.3528328,-28.8166236,24.991639,6473,0
South Africa,DDP,Truck,2014-05-08,2014-08-05,PHARMACY DIRECT,12,425.03,35.42,0.3,No,0.44,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,89
South Africa,DDP,Truck,2014-06-25,2014-06-25,PHARMACY DIRECT,23,408.18,17.75,0.3,No,0.42,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2014-10-12,2014-12-10,S. BUYS WHOLESALER,12,209.09,17.42,0.58,No,0.25,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,59
South Africa,DDP,Truck,2015-04-28,2015-04-28,PHARMACY DIRECT,16,392.16,24.51,0.1,No,0.4,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2015-02-19,2015-02-19,PHARMACY DIRECT,3,70.76,23.59,0.26,No,0.07,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2014-08-27,2014-08-27,S. BUYS WHOLESALER,98,2214.85,22.6,0.75,No,2.74,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2014-08-27,2014-08-27,S. BUYS WHOLESALER,55,1814.33,32.99,0.55,No,2.24,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2015-04-28,2015-04-28,PHARMACY DIRECT,60,935.7,15.6,0.52,No,0.96,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2014-08-29,2014-08-29,S. BUYS WHOLESALER,8,134.55,16.82,0.56,No,0.17,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
Swaziland,EXW,Air,2013-11-30,2013-11-30,"Trinity Biotech, Plc",200,6400.0,32.0,1.6,Yes,7.92,India,22.3511148,78.6677428,-26.5624806,31.3991317,1169,0
South Africa,DDP,Truck,2014-10-12,2014-12-10,S. BUYS WHOLESALER,82,5009.96,61.1,1.02,No,5.9,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,59
South Africa,DDP,Truck,2009-10-19,2009-10-19,S. BUYS WHOLESALER,60,1327.39,22.12,0.74,No,2.6,France,46.603354,1.8883335,-28.8166236,24.991639,5407,0
South Africa,DDP,Truck,2014-08-27,2014-08-27,S. BUYS WHOLESALER,9,196.8,21.87,0.73,No,0.24,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
Rwanda,CIP,Air,2011-08-02,2011-02-08,Aurobindo Pharma Limited,276,6187.92,22.42,0.75,Yes,12.13,India,22.3511148,78.6677428,-1.9646631,30.0644358,3714,-175
South Africa,DDP,Ocean,2011-07-04,2011-05-09,Aurobindo Pharma Limited,39878,265188.7,6.65,0.22,Yes,437.56,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,-56
South Africa,DDP,Truck,2014-08-27,2014-08-27,S. BUYS WHOLESALER,14,111.95,8.0,0.03,No,0.14,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2014-03-10,2014-10-03,PHARMACY DIRECT,51,466.28,9.14,0.15,No,0.48,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,207
South Africa,DDP,Truck,2014-08-29,2014-08-29,S. BUYS WHOLESALER,608,5932.29,9.76,0.16,No,7.34,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2014-06-02,2014-02-06,S. BUYS WHOLESALER,182,541.83,2.98,0.1,No,0.67,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,-116
Vietnam,EXW,Air,2015-03-09,2015-09-03,HETERO LABS LIMITED,5700,10260.0,1.8,0.03,Yes,12.08,India,22.3511148,78.6677428,15.9266657,107.9650855,3034,178
Vietnam,EXW,Air,2015-01-09,2015-09-01,Aurobindo Pharma Limited,3000,9900.0,3.3,0.11,Yes,11.65,India,22.3511148,78.6677428,15.9266657,107.9650855,3034,235
South Africa,DDP,Truck,2015-12-02,2015-02-12,PHARMACY DIRECT,189,1248.67,6.61,0.11,No,1.28,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,-293
Vietnam,EXW,Air,2015-07-09,2015-09-07,HETERO LABS LIMITED,2196,20862.0,9.5,0.32,Yes,24.55,India,22.3511148,78.6677428,15.9266657,107.9650855,3034,60
Mozambique,CIP,Air,2009-04-12,2009-12-04,GLAXOSMITHKLINE EXPORT LIMITED,1020,54784.2,53.71,0.9,No,107.38,United Kingdom,54.7023545,-3.2765753,-19.302233,34.9144977,5587,236
South Africa,DDP,Truck,2013-04-16,2013-04-16,S. BUYS WHOLESALER,62,1549.54,24.99,0.21,No,1.92,Germany,51.1638175,10.4478313,-28.8166236,24.991639,5597,0
South Africa,DDP,Truck,2014-05-08,2014-08-05,PHARMACY DIRECT,20,1599.83,79.99,1.33,No,1.64,Netherlands,52.24764975,5.541246849406163,-28.8166236,24.991639,5723,89
South Africa,DDP,Truck,2009-03-09,2009-09-03,S. BUYS WHOLESALER,40,431.92,10.8,0.13,Yes,0.85,United Kingdom,54.7023545,-3.2765753,-28.8166236,24.991639,6010,178
South Africa,DDP,Truck,2014-06-02,2014-02-06,S. BUYS WHOLESALER,408,1608.59,3.94,0.07,No,1.99,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,-116
South Africa,DDP,Truck,2014-08-29,2014-08-29,S. BUYS WHOLESALER,1043,17283.85,16.57,0.55,No,21.38,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2013-04-16,2013-04-16,S. BUYS WHOLESALER,621,12768.22,20.56,0.69,No,15.79,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2014-08-29,2014-08-29,S. BUYS WHOLESALER,17,368.99,21.71,0.72,No,0.46,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
Uganda,EXW,Air,2015-07-27,2015-07-27,EMCURE PHARMACEUTICALS LTD,6907,124326.0,18.0,0.6,Yes,146.33,India,22.3511148,78.6677428,1.5333554,32.2166578,3714,0
South Africa,DDP,Truck,2014-06-02,2014-02-06,S. BUYS WHOLESALER,920,25777.7,28.02,0.47,No,31.89,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,-116
South Africa,DDP,Truck,2015-08-24,2015-08-24,PHARMACY DIRECT,27,620.91,23.0,0.38,No,0.64,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2013-04-16,2013-04-16,S. BUYS WHOLESALER,1021,23275.52,22.8,0.1,No,28.79,Saudi Arabia,25.6242618,42.3528328,-28.8166236,24.991639,6473,0
South Africa,DDP,Truck,2014-08-27,2014-08-27,S. BUYS WHOLESALER,23,592.47,25.76,0.21,No,0.73,Germany,51.1638175,10.4478313,-28.8166236,24.991639,5597,0
South Africa,DDP,Truck,2014-08-27,2014-08-27,S. BUYS WHOLESALER,33,650.7,19.72,0.33,No,0.8,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2014-08-27,2014-08-27,S. BUYS WHOLESALER,50,3857.34,77.15,1.29,No,4.77,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2015-07-24,2015-07-24,PHARMACY DIRECT,37,1874.52,50.66,0.84,No,1.93,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2009-10-27,2009-10-27,S. BUYS WHOLESALER,3500,152545.53,43.58,0.36,Yes,298.99,Germany,51.1638175,10.4478313,-28.8166236,24.991639,5597,0
South Africa,DDP,Truck,2014-08-29,2014-08-29,S. BUYS WHOLESALER,86,6545.32,76.11,1.27,No,8.1,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2015-12-05,2015-05-12,PHARMACY DIRECT,3,64.23,21.41,0.36,No,0.07,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,-207
South Africa,DDP,Truck,2013-04-16,2013-04-16,S. BUYS WHOLESALER,2,36.18,18.09,0.3,No,0.04,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2014-10-02,2014-02-10,"RAININ INSTRUMENT, LLC.",2,46.9,23.45,0.08,Yes,0.06,United Kingdom,54.7023545,-3.2765753,-28.8166236,24.991639,6010,-234
South Africa,DDP,Truck,2013-04-16,2013-04-16,S. BUYS WHOLESALER,3,91.69,30.56,1.02,No,0.11,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Ocean,2011-07-04,2011-06-13,Aurobindo Pharma Limited,28907,192231.55,6.65,0.22,Yes,317.18,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,-21
Haiti,CIP,Air,2015-08-26,2015-08-26,"MSD LATIN AMERICA SERVICES, S. DE R.L. DE C.V.",420,7123.2,16.96,0.09,Yes,8.38,Netherlands,52.24764975,5.541246849406163,19.1399952,-72.3570972,1556,0
South Africa,DDP,Truck,2014-08-29,2014-08-29,S. BUYS WHOLESALER,104,2036.11,19.58,0.33,No,2.52,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2014-08-29,2014-08-29,S. BUYS WHOLESALER,124,3352.74,27.04,0.11,No,4.15,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
Sierra Leone,EXW,Air,2015-05-20,2015-05-20,"Trinity Biotech, Plc",400,12800.0,32.0,1.6,Yes,15.07,India,22.3511148,78.6677428,8.6400349,-11.8400269,6714,0
South Africa,DDP,Truck,2010-05-31,2010-05-31,S. BUYS WHOLESALER,120,1897.36,15.81,0.07,No,4.09,United States,39.7837304,-100.445882,-28.8166236,24.991639,9281,0
South Africa,DDP,Truck,2013-09-12,2013-12-09,S. BUYS WHOLESALER,4,92.5,23.12,0.08,Yes,0.1,United Kingdom,54.7023545,-3.2765753,-28.8166236,24.991639,6010,88
Mali,CIP,Air,2015-05-20,2015-05-20,Orasure Technologies Inc.,20,500.0,25.0,25.0,Yes,0.51,United States,39.7837304,-100.445882,16.3700359,-2.2900239,5918,0
South Africa,DDP,Ocean,2011-06-09,2011-09-06,STRIDES ARCOLAB LIMITED,515000,1251450.0,2.43,0.04,Yes,2064.89,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,89
South Africa,DDP,Truck,2015-12-05,2015-05-12,PHARMACY DIRECT,11,240.14,21.83,0.73,No,0.25,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,-207
South Africa,DDP,Truck,2014-10-12,2014-12-10,S. BUYS WHOLESALER,2,10.34,5.17,0.09,No,0.01,Germany,51.1638175,10.4478313,-28.8166236,24.991639,5597,59
South Africa,DDP,Truck,2009-08-24,2009-08-24,S. BUYS WHOLESALER,300,2040.28,6.8,0.03,Yes,4.0,Saudi Arabia,25.6242618,42.3528328,-28.8166236,24.991639,6473,0
South Africa,DDP,Truck,2014-07-02,2014-02-07,S. BUYS WHOLESALER,189,6189.33,32.75,0.55,No,7.66,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,-145
South Africa,DDP,Truck,2014-08-29,2014-08-29,S. BUYS WHOLESALER,88,1722.87,19.58,0.33,No,2.13,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2013-04-16,2013-04-16,S. BUYS WHOLESALER,517,2812.74,5.44,0.02,No,3.48,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2013-04-16,2013-04-16,S. BUYS WHOLESALER,225,4157.82,18.48,0.31,No,5.14,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2014-08-27,2014-08-27,S. BUYS WHOLESALER,11,370.96,33.72,1.12,No,0.46,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2014-01-13,2014-01-13,S. BUYS WHOLESALER,26,777.92,29.92,1.0,No,0.8,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
Uganda,EXW,Air,2013-12-12,2013-12-12,Aurobindo Pharma Limited,700,910.0,1.3,0.01,Yes,1.13,India,22.3511148,78.6677428,1.5333554,32.2166578,3714,0
South Africa,DDP,Truck,2013-04-16,2013-04-16,S. BUYS WHOLESALER,7242,148900.86,20.56,0.69,No,184.19,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Ocean,2011-05-04,2011-05-30,CIPLA LIMITED,38400,107136.0,2.79,0.05,Yes,230.99,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,26
South Africa,DDP,Truck,2014-11-28,2014-11-28,PHARMACY DIRECT,33,844.57,25.59,0.21,No,0.87,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2015-07-24,2015-07-24,PHARMACY DIRECT,8,122.18,15.27,0.51,No,0.13,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Ocean,2011-09-14,2011-09-14,Aurobindo Pharma Limited,164,1380.88,8.42,0.14,Yes,2.28,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2015-08-24,2015-08-24,PHARMACY DIRECT,10,234.38,23.44,0.78,No,0.24,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
Mozambique,CIP,Air,2014-11-21,2014-11-21,JANSSEN SCIENCES IRELAND UC (FORMERLY JANSSEN R&D IRELAND),50,2700.0,54.0,0.9,Yes,2.78,India,22.3511148,78.6677428,-19.302233,34.9144977,4124,0
South Africa,DDP,Ocean,2011-01-02,2011-03-04,Aurobindo Pharma Limited,87018,394191.54,4.53,0.15,Yes,849.88,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,61
Vietnam,FCA,Air,2015-09-07,2015-07-09,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),300,6978.0,23.26,0.78,Yes,8.21,Germany,51.1638175,10.4478313,15.9266657,107.9650855,7178,-60
South Africa,DDP,Truck,2015-08-24,2015-08-24,PHARMACY DIRECT,18,911.9,50.66,0.84,Yes,0.94,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2015-09-03,2015-03-09,PHARMACY DIRECT,19,243.66,12.82,0.21,No,0.25,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,-178
South Africa,DDP,Truck,2014-08-27,2014-08-27,S. BUYS WHOLESALER,36,987.14,27.42,0.11,No,1.22,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
Rwanda,FCA,Air,2015-08-21,2015-08-21,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),350,10787.0,30.82,0.1,Yes,12.7,United Kingdom,54.7023545,-3.2765753,-1.9646631,30.0644358,3851,0
South Africa,DDP,Truck,2014-01-13,2014-01-13,S. BUYS WHOLESALER,275,4974.52,18.09,0.3,No,5.11,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2015-07-24,2015-07-24,PHARMACY DIRECT,20,256.48,12.82,0.21,No,0.26,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
Haiti,EXW,Ocean,2014-10-20,2014-10-20,Aurobindo Pharma Limited,15080,165276.8,10.96,0.37,Yes,169.9,India,22.3511148,78.6677428,19.1399952,-72.3570972,6831,0
South Africa,DDP,Truck,2014-08-27,2014-08-27,S. BUYS WHOLESALER,20,66.33,3.32,0.11,No,0.08,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Truck,2015-02-06,2015-06-02,PHARMACY DIRECT,1,25.59,25.59,0.21,Yes,0.03,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,116
South Africa,DDP,Truck,2013-04-16,2013-04-16,S. BUYS WHOLESALER,114,7956.64,69.8,1.16,No,9.84,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
Haiti,EXW,Air,2014-12-09,2014-09-12,CIPLA LIMITED,936,1825.2,1.95,0.01,Yes,1.88,India,22.3511148,78.6677428,19.1399952,-72.3570972,6831,-88
Vietnam,EXW,Air,2015-07-13,2015-07-13,HETERO LABS LIMITED,22700,71505.0,3.15,0.1,Yes,84.16,India,22.3511148,78.6677428,15.9266657,107.9650855,3034,0
Mozambique,CIP,Air,2010-06-23,2010-06-23,INTERNATIONAL HEALTHCARE DISTRIBUTORS,320,3312.0,10.35,0.12,Yes,7.14,United Kingdom,54.7023545,-3.2765753,-19.302233,34.9144977,5587,0
South Africa,DDP,Truck,2014-10-07,2014-07-10,S. BUYS WHOLESALER,4,93.81,23.45,0.08,Yes,0.12,United Kingdom,54.7023545,-3.2765753,-28.8166236,24.991639,6010,-89
South Africa,DDP,Truck,2015-02-06,2015-06-02,PHARMACY DIRECT,13,283.8,21.83,0.73,No,0.29,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,116
South Africa,DDP,Truck,2015-01-26,2015-01-26,PHARMACY DIRECT,6,366.99,61.16,1.02,No,0.38,Netherlands,52.24764975,5.541246849406163,-28.8166236,24.991639,5723,0
