Country,Vendor INCO Term,Shipment Mode,Scheduled Delivery Date,Delivered to Client Date,Vendor,Line Item Quantity,Line Item Value,Pack Price,Unit Price,First Line Designation,LineItemInsurance,Manufacturing country,Manufacturing_Country_Lat,Manufacturing_Country_Lon,Warehouse_Country_Lat,Warehouse_Country_Lon,Distance_to_Warehouse_mi,Delay
Haiti,N/A - From RDC,Air,2013-04-30,2013-03-21,SCMS from RDC,822,1561.8,1.9,0.03,Yes,1.93,India,22.3511148,78.6677428,19.1399952,-72.3570972,6831,-40
Vietnam,EXW,Air,2008-02-06,2008-06-02,Aurobindo Pharma Limited,1400,7686.0,5.49,0.05,Yes,12.3,India,22.3511148,78.6677428,15.9266657,107.9650855,3034,117
Uganda,N/A - From RDC,Air,2008-11-07,2008-07-11,SCMS from RDC,1061,3607.4,3.4,0.06,Yes,5.77,India,22.3511148,78.6677428,1.5333554,32.2166578,3714,-119
Haiti,EXW,Air,2012-08-18,2012-08-18,Aurobindo Pharma Limited,1764,3951.36,2.24,0.07,Yes,5.54,India,22.3511148,78.6677428,19.1399952,-72.3570972,6831,0
Haiti,EXW,Air,2009-04-24,2009-04-24,"Trinity Biotech, Plc",150,20850.0,139.0,1.39,Yes,40.87,India,22.3511148,78.6677428,19.1399952,-72.3570972,6831,0
Vietnam,EXW,Air,2009-10-03,2009-03-10,Aurobindo Pharma Limited,1176,10125.36,8.61,0.14,Yes,19.85,India,22.3511148,78.6677428,15.9266657,107.9650855,3034,-207
Nigeria,N/A - From RDC,Air Charter,2009-10-30,2009-10-20,SCMS from RDC,318,922.2,2.9,0.05,Yes,1.81,India,22.3511148,78.6677428,9.6000359,7.9999721,6306,-10
Sudan,EXW,Air,2010-05-18,2010-05-18,"Orgenics, Ltd",350,28000.0,80.0,0.8,Yes,60.37,India,22.3511148,78.6677428,14.5844444,29.4917691,3790,0
Vietnam,CIP,Air,2010-08-04,2010-04-08,BRISTOL-MYERS SQUIBB,520,3640.0,7.0,0.12,Yes,7.85,France,46.603354,1.8883335,15.9266657,107.9650855,7815,-118
Nigeria,N/A - From RDC,Air Charter,2013-04-09,2013-05-10,SCMS from RDC,955,4393.0,4.6,0.08,Yes,5.43,India,22.3511148,78.6677428,9.6000359,7.9999721,6306,31
Tanzania,EXW,Air,2011-10-03,2011-03-10,EMCURE PHARMACEUTICALS LTD,1135,29612.15,26.09,0.43,Yes,48.86,India,22.3511148,78.6677428,-6.5247123,35.7878438,3520,-207
Uganda,FCA,Air,2014-08-26,2014-08-26,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),579,3966.15,6.85,0.11,Yes,4.08,Germany,51.1638175,10.4478313,1.5333554,32.2166578,3058,0
"Congo, DRC",FCA,Air,2013-11-20,2013-11-20,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),60,1849.2,30.82,0.1,Yes,2.29,United Kingdom,54.7023545,-3.2765753,-2.9814344,23.8222636,3467,0
Zimbabwe,N/A - From RDC,Truck,2011-03-30,2011-06-13,SCMS from RDC,811,7874.81,9.71,0.11,Yes,16.98,India,22.3511148,78.6677428,-18.4554963,29.7468414,4344,75
Guyana,N/A - From RDC,Air,2012-01-31,2012-01-18,SCMS from RDC,284,525.4,1.85,0.01,Yes,0.87,India,22.3511148,78.6677428,4.8417097,-58.6416891,6831,-13
Guyana,N/A - From RDC,Air,2012-01-27,2012-01-18,SCMS from RDC,369,774.9,2.1,0.01,Yes,1.09,India,22.3511148,78.6677428,4.8417097,-58.6416891,6831,-9
Nigeria,N/A - From RDC,Air,2009-02-16,2009-02-16,SCMS from RDC,1116,10434.6,9.35,0.16,Yes,20.45,India,22.3511148,78.6677428,9.6000359,7.9999721,6306,0
Rwanda,EXW,Air,2015-02-17,2015-02-17,EMCURE PHARMACEUTICALS LTD,912,18240.0,20.0,0.33,Yes,21.47,India,22.3511148,78.6677428,-1.9646631,30.0644358,3714,0
Zimbabwe,N/A - From RDC,Air,2014-01-30,2014-02-11,SCMS from RDC,2088,8352.0,4.0,0.07,Yes,8.59,India,22.3511148,78.6677428,-18.4554963,29.7468414,4344,12
Tanzania,EXW,Air,2014-08-08,2014-08-08,"Trinity Biotech, Plc",336,10752.0,32.0,1.6,Yes,11.05,India,22.3511148,78.6677428,-6.5247123,35.7878438,3520,0
Haiti,N/A - From RDC,Air,2011-03-24,2011-04-28,SCMS from RDC,2111,4918.63,2.33,0.04,Yes,10.6,India,22.3511148,78.6677428,19.1399952,-72.3570972,6831,35
Haiti,N/A - From RDC,Air,2010-02-03,2010-03-03,SCMS from RDC,450,22500.0,50.0,0.28,Yes,48.51,Netherlands,52.24764975,5.541246849406163,19.1399952,-72.3570972,1556,28
Haiti,EXW,Air,2008-08-22,2008-08-22,"Trinity Biotech, Plc",121,16819.0,139.0,1.39,Yes,26.91,India,22.3511148,78.6677428,19.1399952,-72.3570972,6831,0
Guyana,EXW,Air,2007-09-21,2007-10-08,"Orgenics, Ltd",442,31819.58,71.99,0.72,Yes,50.91,India,22.3511148,78.6677428,4.8417097,-58.6416891,6831,17
Haiti,N/A - From RDC,Air,2008-07-16,2008-07-16,SCMS from RDC,1057,3593.8,3.4,0.06,Yes,5.75,India,22.3511148,78.6677428,19.1399952,-72.3570972,6831,0
Haiti,FCA,Air,2010-06-29,2010-06-29,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),50,1808.0,36.16,0.12,Yes,3.9,United Kingdom,54.7023545,-3.2765753,19.1399952,-72.3570972,1757,0
Rwanda,FCA,Air,2015-03-26,2015-03-26,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),86,2650.52,30.82,0.1,Yes,2.72,United Kingdom,54.7023545,-3.2765753,-1.9646631,30.0644358,3851,0
Rwanda,N/A - From RDC,Air,2014-07-30,2014-08-01,SCMS from RDC,2274,8527.5,3.75,0.06,Yes,8.77,India,22.3511148,78.6677428,-1.9646631,30.0644358,3714,2
Rwanda,EXW,Air,2008-01-31,2008-01-31,"Orgenics, Ltd",1500,15.0,0.01,0.0,Yes,0.02,India,22.3511148,78.6677428,-1.9646631,30.0644358,3714,0
Haiti,FCA,Air,2009-04-20,2009-04-20,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),50,2055.0,41.1,0.14,Yes,4.03,United Kingdom,54.7023545,-3.2765753,19.1399952,-72.3570972,1757,0
Haiti,EXW,Air,2015-06-02,2015-02-06,HETERO LABS LIMITED,1440,2592.0,1.8,0.03,Yes,2.66,India,22.3511148,78.6677428,19.1399952,-72.3570972,6831,-116
Guyana,FCA,Air,2011-11-30,2011-11-30,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),51,4192.2,82.2,0.27,Yes,6.92,United Kingdom,54.7023545,-3.2765753,4.8417097,-58.6416891,1757,0
"Congo, DRC",EXW,Air,2013-01-03,2013-03-01,"Trinity Biotech, Plc",292,9344.0,32.0,1.6,Yes,13.1,India,22.3511148,78.6677428,-2.9814344,23.8222636,3790,57
Namibia,EXW,Air,2009-08-06,2009-06-08,Aurobindo Pharma Limited,800,1072.0,1.34,0.01,Yes,2.1,India,22.3511148,78.6677428,-23.2335499,17.3231107,3714,-59
Tanzania,N/A - From RDC,Air,2007-08-14,2007-08-14,SCMS from RDC,302,24160.0,80.0,0.8,Yes,38.66,Germany,51.1638175,10.4478313,-6.5247123,35.7878438,4261,0
Haiti,N/A - From RDC,Air,2009-04-14,2009-04-14,SCMS from RDC,274,4110.0,15.0,0.06,Yes,8.06,India,22.3511148,78.6677428,19.1399952,-72.3570972,6831,0
Rwanda,N/A - From RDC,Air,2014-10-31,2014-09-24,SCMS from RDC,2196,8235.0,3.75,0.06,Yes,8.47,India,22.3511148,78.6677428,-1.9646631,30.0644358,3714,-37
Mozambique,EXW,Air,2010-04-11,2010-11-04,"Orgenics, Ltd",212,16960.0,80.0,0.8,Yes,36.57,India,22.3511148,78.6677428,-19.302233,34.9144977,4124,207
Sudan,EXW,Air,2011-06-27,2011-06-27,"Orgenics, Ltd",213,18957.0,89.0,0.89,Yes,31.28,India,22.3511148,78.6677428,14.5844444,29.4917691,3790,0
Haiti,EXW,Air,2009-07-04,2009-04-07,Aurobindo Pharma Limited,1242,2782.08,2.24,0.07,Yes,5.45,India,22.3511148,78.6677428,19.1399952,-72.3570972,6831,-88
Zimbabwe,N/A - From RDC,Truck,2008-09-06,2008-06-09,SCMS from RDC,1600,3200.0,2.0,0.07,Yes,5.12,India,22.3511148,78.6677428,-18.4554963,29.7468414,4344,-89
Vietnam,EXW,Air,2012-11-15,2012-11-15,CIPLA LIMITED,1475,9735.0,6.6,0.11,Yes,13.65,India,22.3511148,78.6677428,15.9266657,107.9650855,3034,0
"Congo, DRC",EXW,Air,2014-10-11,2014-11-10,Aurobindo Pharma Limited,1100,12100.0,11.0,0.37,Yes,12.44,India,22.3511148,78.6677428,-2.9814344,23.8222636,3790,30
Zimbabwe,FCA,Air,2013-12-13,2013-12-13,LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),372,2604.0,7.0,0.12,Yes,3.22,Italy,42.6384261,12.674297,-18.4554963,29.7468414,4359,0
Uganda,N/A - From RDC,Air,2010-03-31,2010-03-19,SCMS from RDC,1000,5130.0,5.13,0.17,Yes,11.06,India,22.3511148,78.6677428,1.5333554,32.2166578,3714,-12
Uganda,DAP,Air,2012-12-14,2012-12-14,ASPEN PHARMACARE,288,19180.8,66.6,0.55,Yes,23.73,Saudi Arabia,25.6242618,42.3528328,1.5333554,32.2166578,3607,0
Haiti,FCA,Air,2011-05-04,2011-04-05,BRISTOL-MYERS SQUIBB,200,1900.0,9.5,0.16,Yes,3.14,France,46.603354,1.8883335,19.1399952,-72.3570972,1082,-29
Vietnam,EXW,Air,2014-01-22,2014-01-22,HETERO LABS LIMITED,983,3184.92,3.24,0.11,Yes,3.94,India,22.3511148,78.6677428,15.9266657,107.9650855,3034,0
Haiti,EXW,Air,2008-11-02,2008-02-11,"Trinity Biotech, Plc",125,17375.0,139.0,1.39,Yes,27.8,India,22.3511148,78.6677428,19.1399952,-72.3570972,6831,-265
Uganda,CIP,Air,2012-12-12,2012-12-12,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),774,42957.0,55.5,0.92,Yes,53.14,Netherlands,52.24764975,5.541246849406163,1.5333554,32.2166578,3309,0
Zimbabwe,N/A - From RDC,Truck,2007-09-18,2007-09-18,SCMS from RDC,1560,14820.0,9.5,0.16,Yes,23.71,India,22.3511148,78.6677428,-18.4554963,29.7468414,4344,0
Uganda,DAP,Air,2013-02-13,2013-02-13,ASPEN PHARMACARE,178,6408.0,36.0,0.3,Yes,7.93,India,22.3511148,78.6677428,1.5333554,32.2166578,3714,0
Zimbabwe,N/A - From RDC,Truck,2015-12-31,2015-08-04,SCMS from RDC,1482,13782.6,9.3,0.1,Yes,16.22,India,22.3511148,78.6677428,-18.4554963,29.7468414,4344,-149
Ethiopia,N/A - From RDC,Air,2010-11-19,2010-11-17,SCMS from RDC,1660,11968.6,7.21,0.12,Yes,25.8,India,22.3511148,78.6677428,10.2116702,38.6521203,2773,-2
Ghana,N/A - From RDC,Air,2011-04-07,2011-06-09,SCMS from RDC,1086,6972.12,6.42,0.21,Yes,11.5,India,22.3511148,78.6677428,8.0300284,-1.0800271,6714,63
Nigeria,N/A - From RDC,Air Charter,2009-06-16,2009-06-16,SCMS from RDC,400,20000.0,50.0,0.28,Yes,39.2,Netherlands,52.24764975,5.541246849406163,9.6000359,7.9999721,1718,0
Guyana,N/A - From RDC,Air,2010-11-23,2010-11-13,SCMS from RDC,336,2593.92,7.72,0.13,Yes,5.59,India,22.3511148,78.6677428,4.8417097,-58.6416891,6831,-10
Uganda,N/A - From RDC,Air,2014-01-31,2014-02-17,SCMS from RDC,1864,7456.0,4.0,0.07,Yes,9.22,India,22.3511148,78.6677428,1.5333554,32.2166578,3714,17
Rwanda,EXW,Air,2009-01-04,2009-04-01,"Orgenics, Ltd",386,27020.0,70.0,0.7,Yes,52.96,India,22.3511148,78.6677428,-1.9646631,30.0644358,3714,87
Mozambique,EXW,Air,2014-06-13,2014-06-13,"Trinity Biotech, Plc",286,9152.0,32.0,1.6,Yes,9.41,India,22.3511148,78.6677428,-19.302233,34.9144977,4124,0
Vietnam,FCA,Air,2009-09-29,2009-09-29,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),320,26304.0,82.2,0.68,Yes,51.56,Germany,51.1638175,10.4478313,15.9266657,107.9650855,7178,0
Ghana,FCA,Air,2014-12-11,2014-11-12,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),672,3991.68,5.94,0.1,Yes,4.1,Germany,51.1638175,10.4478313,8.0300284,-1.0800271,1643,-29
Rwanda,EXW,Air,2009-08-14,2009-08-14,"Trinity Biotech, Plc",250,8000.0,32.0,1.6,Yes,15.68,India,22.3511148,78.6677428,-1.9646631,30.0644358,3714,0
Ethiopia,N/A - From RDC,Air,2010-07-15,2010-07-08,SCMS from RDC,2000,14420.0,7.21,0.12,Yes,31.09,India,22.3511148,78.6677428,10.2116702,38.6521203,2773,-7
Guyana,EXW,Air,2009-01-07,2009-07-01,"Orgenics, Ltd",276,24840.0,90.0,0.9,Yes,48.69,India,22.3511148,78.6677428,4.8417097,-58.6416891,6831,175
Rwanda,CIP,Air,2011-04-25,2011-04-25,Aurobindo Pharma Limited,595,12048.75,20.25,0.68,Yes,25.98,India,22.3511148,78.6677428,-1.9646631,30.0644358,3714,0
Mali,EXW,Air,2014-03-31,2014-03-31,"Orgenics, Ltd",154,14630.0,95.0,3.8,Yes,15.04,India,22.3511148,78.6677428,16.3700359,-2.2900239,6714,0
Mozambique,FCA,Air,2013-08-10,2013-10-08,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),616,4219.6,6.85,0.11,Yes,5.22,Germany,51.1638175,10.4478313,-19.302233,34.9144977,5090,59
Nigeria,EXW,Air,2008-10-23,2008-10-23,IDA FOUNDATION,25,875.0,35.0,0.06,Yes,1.4,Italy,42.6384261,12.674297,9.6000359,7.9999721,791,0
Mozambique,FCA,Air,2009-11-23,2009-11-23,Hoffmann-La Roche ltd Basel,168,15864.66,94.43,0.35,Yes,31.09,Switzerland,46.7985624,8.2319736,-19.302233,34.9144977,4860,0
Malawi,EXW,Air,2012-07-13,2012-07-13,"Trinity Biotech, Plc",246,7872.0,32.0,1.6,Yes,11.04,India,22.3511148,78.6677428,-13.2687204,33.9301963,3903,0
Uganda,FCA,Air,2012-04-05,2012-05-04,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),625,4281.25,6.85,0.11,Yes,6.0,Germany,51.1638175,10.4478313,1.5333554,32.2166578,3058,29
Uganda,EXW,Air,2014-10-14,2014-10-14,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",800,22080.0,27.6,0.92,Yes,22.7,India,22.3511148,78.6677428,1.5333554,32.2166578,3714,0
Uganda,EXW,Air,2008-02-06,2008-06-02,"Trinity Biotech, Plc",85,2720.0,32.0,1.6,Yes,4.35,India,22.3511148,78.6677428,1.5333554,32.2166578,3714,117
Uganda,FCA,Air,2013-08-02,2013-02-08,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),587,4020.95,6.85,0.11,Yes,4.97,Germany,51.1638175,10.4478313,1.5333554,32.2166578,3058,-175
Dominican Republic,N/A - From RDC,Air,2012-05-21,2012-05-09,SCMS from RDC,847,4692.38,5.54,0.18,Yes,6.58,India,22.3511148,78.6677428,19.0974031,-70.3028026,6831,-12
Mozambique,N/A - From RDC,Air,2009-11-30,2009-10-30,SCMS from RDC,168,13540.8,80.6,0.3,Yes,26.54,Switzerland,46.7985624,8.2319736,-19.302233,34.9144977,4860,-31
Tanzania,FCA,Air,2013-07-18,2013-07-18,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),765,4544.1,5.94,0.1,Yes,5.62,Germany,51.1638175,10.4478313,-6.5247123,35.7878438,4261,0
Ethiopia,N/A - From RDC,Air,2010-08-30,2010-09-13,SCMS from RDC,2000,4660.0,2.33,0.04,Yes,10.05,India,22.3511148,78.6677428,10.2116702,38.6521203,2773,14
Vietnam,EXW,Air,2008-01-22,2008-01-22,Aurobindo Pharma Limited,400,600.0,1.5,0.02,Yes,0.96,India,22.3511148,78.6677428,15.9266657,107.9650855,3034,0
Haiti,N/A - From RDC,Air,2009-03-31,2009-03-31,SCMS from RDC,1446,3239.04,2.24,0.07,Yes,6.35,India,22.3511148,78.6677428,19.1399952,-72.3570972,6831,0
Haiti,N/A - From RDC,Air,2009-06-18,2009-06-18,SCMS from RDC,1428,3198.72,2.24,0.07,Yes,6.27,India,22.3511148,78.6677428,19.1399952,-72.3570972,6831,0
Nigeria,FCA,Air,2009-12-15,2009-12-15,Hoffmann-La Roche ltd Basel,500,47667.85,95.34,0.79,Yes,93.43,Switzerland,46.7985624,8.2319736,9.6000359,7.9999721,1238,0
Vietnam,FCA,Air,2009-09-15,2009-09-15,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),560,46032.0,82.2,0.68,Yes,90.22,Germany,51.1638175,10.4478313,15.9266657,107.9650855,7178,0
Uganda,FCA,Air,2014-08-11,2014-11-08,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),579,3966.15,6.85,0.11,Yes,4.08,Germany,51.1638175,10.4478313,1.5333554,32.2166578,3058,89
Rwanda,EXW,Air,2011-06-28,2011-06-28,"Trinity Biotech, Plc",240,7680.0,32.0,1.6,Yes,12.67,India,22.3511148,78.6677428,-1.9646631,30.0644358,3714,0
Rwanda,FCA,Air,2015-11-05,2015-05-11,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),642,3813.48,5.94,0.1,Yes,4.49,Germany,51.1638175,10.4478313,-1.9646631,30.0644358,3058,-178
South Sudan,N/A - From RDC,Air,2013-04-30,2013-04-17,SCMS from RDC,1466,9910.16,6.76,0.11,Yes,12.26,India,22.3511148,78.6677428,7.8699431,29.6667897,3618,-13
Guyana,N/A - From RDC,Air,2012-10-07,2012-06-13,SCMS from RDC,230,425.5,1.85,0.01,Yes,0.6,India,22.3511148,78.6677428,4.8417097,-58.6416891,6831,-116
Vietnam,CIP,Air,2008-07-17,2008-07-17,BRISTOL-MYERS SQUIBB,400,2800.0,7.0,0.12,Yes,4.48,France,46.603354,1.8883335,15.9266657,107.9650855,7815,0
Uganda,FCA,Air,2014-06-11,2014-11-06,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),724,4300.56,5.94,0.1,Yes,4.42,Germany,51.1638175,10.4478313,1.5333554,32.2166578,3058,148
Tanzania,EXW,Air,2014-10-25,2014-10-25,"Trinity Biotech, Plc",252,8064.0,32.0,1.6,Yes,8.29,India,22.3511148,78.6677428,-6.5247123,35.7878438,3520,0
South Sudan,EXW,Air,2012-09-02,2012-02-09,"Trinity Biotech, Plc",240,7680.0,32.0,1.6,Yes,10.77,India,22.3511148,78.6677428,7.8699431,29.6667897,3618,-206
Vietnam,CIP,Air,2008-12-07,2008-07-12,BRISTOL-MYERS SQUIBB,400,2800.0,7.0,0.12,Yes,4.48,France,46.603354,1.8883335,15.9266657,107.9650855,7815,-148
Vietnam,CIP,Air,2008-03-10,2008-10-03,BRISTOL-MYERS SQUIBB,400,2800.0,7.0,0.12,Yes,4.48,France,46.603354,1.8883335,15.9266657,107.9650855,7815,207
Vietnam,CIP,Air,2008-09-30,2008-09-30,BRISTOL-MYERS SQUIBB,400,2800.0,7.0,0.12,Yes,4.48,France,46.603354,1.8883335,15.9266657,107.9650855,7815,0
"Congo, DRC",EXW,Air,2013-11-28,2013-11-28,Aurobindo Pharma Limited,171,1453.5,8.5,0.28,Yes,1.8,India,22.3511148,78.6677428,-2.9814344,23.8222636,3790,0
Vietnam,EXW,Air,2013-12-24,2013-12-24,Aurobindo Pharma Limited,809,9222.6,11.4,0.19,Yes,11.41,India,22.3511148,78.6677428,15.9266657,107.9650855,3034,0
Vietnam,FCA,Air,2012-06-20,2012-06-20,LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),300,2100.0,7.0,0.12,Yes,2.94,Italy,42.6384261,12.674297,15.9266657,107.9650855,7744,0
"Congo, DRC",N/A - From RDC,Air,2012-03-16,2012-04-03,SCMS from RDC,186,362.7,1.95,0.01,Yes,0.51,India,22.3511148,78.6677428,-2.9814344,23.8222636,3790,18
South Sudan,N/A - From RDC,Truck,2013-08-26,2013-08-26,SCMS from RDC,225,508.5,2.26,0.04,Yes,0.63,India,22.3511148,78.6677428,7.8699431,29.6667897,3618,0
Namibia,EXW,Air,2009-06-29,2009-06-29,"Trinity Biotech, Plc",220,7040.0,32.0,1.6,Yes,13.8,India,22.3511148,78.6677428,-23.2335499,17.3231107,3714,0
Uganda,CIP,Air,2013-11-04,2013-04-11,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),786,43623.0,55.5,0.92,Yes,53.96,Netherlands,52.24764975,5.541246849406163,1.5333554,32.2166578,3309,-207
Uganda,CIP,Air,2014-02-14,2014-02-14,ASPEN PHARMACARE,454,30236.4,66.6,0.55,Yes,37.4,Saudi Arabia,25.6242618,42.3528328,1.5333554,32.2166578,3607,0
Mozambique,N/A - From RDC,Truck,2012-01-25,2012-01-25,SCMS from RDC,1458,3397.14,2.33,0.04,Yes,5.61,India,22.3511148,78.6677428,-19.302233,34.9144977,4124,0
Nigeria,N/A - From RDC,Air Charter,2010-04-19,2010-03-31,SCMS from RDC,820,2238.6,2.73,0.05,Yes,4.83,India,22.3511148,78.6677428,9.6000359,7.9999721,6306,-19
Haiti,EXW,Air,2009-03-24,2009-03-24,"Trinity Biotech, Plc",110,15290.0,139.0,1.39,Yes,29.97,India,22.3511148,78.6677428,19.1399952,-72.3570972,6831,0
Rwanda,N/A - From RDC,Air,2007-07-30,2007-07-30,SCMS from RDC,250,8000.0,32.0,1.6,Yes,12.8,India,22.3511148,78.6677428,-1.9646631,30.0644358,3714,0
Haiti,N/A - From RDC,Air,2009-07-31,2009-07-31,SCMS from RDC,108,162.0,1.5,0.02,Yes,0.32,India,22.3511148,78.6677428,19.1399952,-72.3570972,6831,0
Haiti,N/A - From RDC,Air,2008-02-06,2008-06-02,SCMS from RDC,98,1519.0,15.5,0.26,Yes,2.43,India,22.3511148,78.6677428,19.1399952,-72.3570972,6831,117
Mozambique,EXW,Air,2014-09-04,2014-04-09,Aurobindo Pharma Limited,800,6064.0,7.58,0.25,Yes,6.23,India,22.3511148,78.6677428,-19.302233,34.9144977,4124,-148
Cameroon,EXW,Air,2014-03-11,2014-11-03,Orasure Technologies Inc.,30,10500.0,350.0,3.5,Yes,10.79,Thailand,14.8971921,100.83273,4.6125522,13.1535811,8267,237
Nigeria,FCA,Air,2010-06-21,2010-06-21,Hoffmann-La Roche ltd Basel,430,40713.32,94.68,0.79,Yes,87.78,Switzerland,46.7985624,8.2319736,9.6000359,7.9999721,1238,0
Ethiopia,N/A - From RDC,Air,2010-06-21,2010-06-01,SCMS from RDC,69,168.36,2.44,0.04,Yes,0.36,India,22.3511148,78.6677428,10.2116702,38.6521203,2773,-20
Guyana,N/A - From RDC,Air,2013-09-30,2013-10-11,SCMS from RDC,1300,8333.0,6.41,0.11,Yes,10.31,India,22.3511148,78.6677428,4.8417097,-58.6416891,6831,11
Vietnam,EXW,Air,2008-01-21,2008-01-21,"GILEAD SCIENCES IRELAND, INC.",1000,17000.0,17.0,0.57,Yes,27.2,Germany,51.1638175,10.4478313,15.9266657,107.9650855,7178,0
Zambia,N/A - From RDC,Truck,2008-08-12,2008-12-08,SCMS from RDC,1294,10546.1,8.15,0.14,Yes,20.67,India,22.3511148,78.6677428,-14.5189121,27.5589884,4296,118
Nigeria,N/A - From RDC,Air,2009-03-24,2009-03-24,SCMS from RDC,873,22916.25,26.25,0.88,Yes,44.92,Saudi Arabia,25.6242618,42.3528328,9.6000359,7.9999721,4194,0
Nigeria,N/A - From RDC,Air Charter,2009-04-08,2009-08-04,SCMS from RDC,873,22916.25,26.25,0.88,Yes,44.92,Saudi Arabia,25.6242618,42.3528328,9.6000359,7.9999721,4194,118
Uganda,N/A - From RDC,Air,2008-02-06,2008-06-02,SCMS from RDC,860,10328.6,12.01,0.4,Yes,16.53,India,22.3511148,78.6677428,1.5333554,32.2166578,3714,117
Haiti,FCA,Air,2013-11-09,2013-09-11,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),612,3635.28,5.94,0.1,Yes,4.5,Germany,51.1638175,10.4478313,19.1399952,-72.3570972,1723,-59
South Africa,DDP,Air,2010-07-19,2010-07-19,CIPLA LIMITED,1110,8680.2,7.82,0.26,Yes,18.71,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
Haiti,FCA,Air,2013-06-20,2013-06-20,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),612,3635.28,5.94,0.1,Yes,4.5,Germany,51.1638175,10.4478313,19.1399952,-72.3570972,1723,0
Nigeria,N/A - From RDC,Air Charter,2011-06-21,2011-05-11,SCMS from RDC,844,5545.08,6.57,0.22,Yes,9.15,India,22.3511148,78.6677428,9.6000359,7.9999721,6306,-41
Guyana,N/A - From RDC,Air,2013-03-04,2013-03-15,SCMS from RDC,238,440.3,1.85,0.01,Yes,0.54,India,22.3511148,78.6677428,4.8417097,-58.6416891,6831,11
Mozambique,N/A - From RDC,Truck,2015-05-29,2015-06-15,SCMS from RDC,960,3408.0,3.55,0.12,Yes,4.01,India,22.3511148,78.6677428,-19.302233,34.9144977,4124,17
Uganda,N/A - From RDC,Air,2008-05-19,2008-05-19,SCMS from RDC,800,7560.0,9.45,0.16,Yes,12.1,India,22.3511148,78.6677428,1.5333554,32.2166578,3714,0
Tanzania,FCA,Air,2012-01-19,2012-01-19,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),405,3122.55,7.71,0.13,Yes,5.15,Germany,51.1638175,10.4478313,-6.5247123,35.7878438,4261,0
Cameroon,EXW,Air,2013-10-16,2013-10-16,Orasure Technologies Inc.,30,10500.0,350.0,3.5,Yes,12.99,India,22.3511148,78.6677428,4.6125522,13.1535811,6306,0
Uganda,CIP,Air,2013-11-20,2013-11-20,ASPEN PHARMACARE,217,7812.0,36.0,0.3,Yes,9.66,India,22.3511148,78.6677428,1.5333554,32.2166578,3714,0
Ethiopia,N/A - From RDC,Air,2010-09-15,2010-09-13,SCMS from RDC,1800,4194.0,2.33,0.04,Yes,9.04,India,22.3511148,78.6677428,10.2116702,38.6521203,2773,-2
Zambia,N/A - From RDC,Truck,2014-10-31,2014-10-10,SCMS from RDC,1240,6919.2,5.58,0.09,Yes,7.11,India,22.3511148,78.6677428,-14.5189121,27.5589884,4296,-21
Zimbabwe,N/A - From RDC,Truck,2014-02-14,2014-02-10,SCMS from RDC,841,3153.75,3.75,0.06,Yes,3.9,India,22.3511148,78.6677428,-18.4554963,29.7468414,4344,-4
Nigeria,N/A - From RDC,Air Charter,2013-05-21,2013-05-03,SCMS from RDC,848,6190.4,7.3,0.08,Yes,7.66,India,22.3511148,78.6677428,9.6000359,7.9999721,6306,-18
Haiti,EXW,Air,2008-03-29,2008-03-29,Orasure Technologies Inc.,30,10500.0,350.0,3.5,Yes,16.8,Thailand,14.8971921,100.83273,19.1399952,-72.3570972,8793,0
Cameroon,EXW,Air,2012-08-17,2012-08-17,Orasure Technologies Inc.,30,10500.0,350.0,3.5,Yes,14.72,Thailand,14.8971921,100.83273,4.6125522,13.1535811,8267,0
