Country,Vendor INCO Term,Shipment Mode,Scheduled Delivery Date,Delivered to Client Date,Vendor,Line Item Quantity,Line Item Value,Pack Price,Unit Price,First Line Designation,FreightCost ,LineItemInsurance  ,Manufacturing country
Zambia,N/A - From RDC,Air,20-Jan-11,7-Feb-11,SCMS from RDC,10131,23605.23,2.33,0.04,Yes,2859.16,38.95,India
Angola,FCA,Air,25-Apr-13,25-Apr-13,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),480,14793.6,30.82,0.1,Yes,4281.43,18.3,United Kingdom
Uganda,N/A - From RDC,Air,31-Jan-13,1-Feb-13,SCMS from RDC,4535,10974.7,2.42,0.04,Yes,4002.01,15.39,India
Côte d'Ivoire,N/A - From RDC,Air,17-Apr-08,17-Apr-08,SCMS from RDC,977,76831.28,78.64,0.29,Yes,1765.4,122.93,Switzerland
Kenya,N/A - From RDC,Truck,31-Mar-08,31-Mar-08,SCMS from RDC,2000,159980.0,79.99,0.8,Yes,405.97,255.97,India
Nigeria,EXW,Air,10-Sep-08,9-Oct-08,IDA FOUNDATION,7,184.45,26.35,0.03,Yes,4404.9,0.3,India
South Africa,DDP,Ocean,11-Mar-11,10-Oct-11,Aurobindo Pharma Limited,5745,25909.95,4.51,0.15,Yes,4232.71,42.75,India
"Congo, DRC",EXW,Air,12-Jul-12,7-Dec-12,AMSTELFARMA B.V.,602,15230.6,25.3,0.03,Yes,7393.13,21.35,India
Zimbabwe,N/A - From RDC,Truck,9-May-11,5-Sep-11,SCMS from RDC,9073,22773.23,2.51,0.04,Yes,2091.17,49.1,India
Haiti,N/A - From RDC,Air,18-Nov-09,5-Nov-09,SCMS from RDC,10167,24807.48,2.44,0.04,Yes,6113.34,53.48,India
Côte d'Ivoire,N/A - From RDC,Truck,30-Sep-13,13-Sep-13,SCMS from RDC,4900,23030.0,4.7,0.16,Yes,3738.53,32.29,India
Nigeria,N/A - From RDC,Air Charter,8-Apr-09,4-Aug-09,SCMS from RDC,4314,49179.6,11.4,0.19,Yes,7445.8,96.39,India
Nigeria,N/A - From RDC,Air Charter,21-May-13,2-May-13,SCMS from RDC,9627,21757.02,2.26,0.04,Yes,14547.55,26.91,India
Côte d'Ivoire,N/A - From RDC,Air,21-Aug-12,30-Aug-12,SCMS from RDC,9000,60840.0,6.76,0.11,Yes,3028.66,85.3,India
Côte d'Ivoire,N/A - From RDC,Air,28-Sep-09,28-Sep-09,SCMS from RDC,8732,25322.8,2.9,0.05,Yes,7302.48,49.63,India
Nigeria,N/A - From RDC,Air Charter,19-Mar-09,19-Mar-09,SCMS from RDC,4314,49179.6,11.4,0.19,Yes,22985.73,96.39,India
Mozambique,N/A - From RDC,Truck,31-May-11,23-Jun-11,SCMS from RDC,630,882.0,1.4,0.02,Yes,947.52,1.46,India
Vietnam,FCA,Air,4-Apr-14,4-Apr-14,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),1969,119754.58,60.82,0.51,Yes,1565.1,148.14,Germany
Nigeria,EXW,Air,17-Apr-08,17-Apr-08,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",1425,38475.0,27.0,1.35,Yes,5468.88,61.56,India
Uganda,EXW,Air,6-Feb-08,2-Jun-08,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",1275,34425.0,27.0,1.35,Yes,4193.88,55.08,India
Côte d'Ivoire,N/A - From RDC,Air,18-Mar-09,18-Mar-09,SCMS from RDC,1643,3450.3,2.1,0.01,Yes,7293.9,6.76,India
Zimbabwe,N/A - From RDC,Truck,31-Oct-08,31-Oct-08,SCMS from RDC,8000,16000.0,2.0,0.07,Yes,2947.59,31.36,India
Haiti,N/A - From RDC,Air,31-Oct-11,10-Oct-11,SCMS from RDC,1292,2519.4,1.95,0.01,Yes,5324.69,4.16,India
Nigeria,EXW,Air,28-Jun-11,28-Jun-11,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",1286,37294.0,29.0,1.45,Yes,2386.35,61.54,India
Côte d'Ivoire,EXW,Air,1-Mar-14,3-Jan-14,Aurobindo Pharma Limited,7000,8750.0,1.25,0.04,Yes,5678.33,10.82,India
Nigeria,EXW,Air,25-May-11,25-May-11,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",1448,41992.0,29.0,1.45,Yes,3060.82,69.29,India
Zambia,N/A - From RDC,Air,7-Feb-09,2-Jul-09,SCMS from RDC,4000,61040.0,15.26,0.17,Yes,2951.12,119.64,India
Côte d'Ivoire,EXW,Air,27-Feb-14,27-Feb-14,Aurobindo Pharma Limited,7000,8750.0,1.25,0.04,Yes,5325.3,10.82,India
Haiti,EXW,Air,10-Jul-09,7-Oct-09,Orasure Technologies Inc.,200,70000.0,350.0,3.5,Yes,9334.68,137.2,Thailand
Uganda,N/A - From RDC,Truck,7-Apr-12,8-Jun-12,SCMS from RDC,8333,20332.52,2.44,0.04,Yes,4358.72,28.51,India
Zambia,N/A - From RDC,Truck,29-May-15,15-May-15,SCMS from RDC,3926,8558.68,2.18,0.04,Yes,535.52,8.8,India
Côte d'Ivoire,N/A - From RDC,Air,10-Feb-07,2-Oct-07,SCMS from RDC,1150,82800.0,72.0,0.72,Yes,2172,132.48,India
Uganda,N/A - From RDC,Truck,31-Oct-14,25-Sep-14,SCMS from RDC,4000,8600.0,2.15,0.04,Yes,1332.7,8.84,India
Guyana,N/A - From RDC,Air,30-Jun-15,26-Jun-15,SCMS from RDC,1746,33802.56,19.36,0.16,Yes,5769.34,39.79,India
Vietnam,EXW,Air,21-Jun-13,21-Jun-13,MICRO LABS LIMITED,7882,25458.86,3.23,0.11,Yes,6969.97,31.49,India
Haiti,EXW,Air,8-Jun-08,6-Aug-08,"Orgenics, Ltd",2059,144130.0,70.0,0.7,Yes,3684.28,230.61,India
Tanzania,FCA,Air,8-Jan-13,1-Aug-13,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),435,13406.7,30.82,0.1,Yes,4267.13,16.58,United Kingdom
Guyana,EXW,Air,7-Sep-09,9-Jul-09,"Trinity Biotech, Plc",1371,43872.0,32.0,1.6,Yes,5733.61,85.99,India
Côte d'Ivoire,N/A - From RDC,Air,27-Jun-08,27-Jun-08,SCMS from RDC,3885,62160.0,16.0,0.18,Yes,6299.56,99.46,India
Vietnam,FCA,Air,7-Jun-12,6-Jul-12,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),1922,116896.04,60.82,0.51,Yes,1842.23,163.89,Germany
Guyana,N/A - From RDC,Air,18-Apr-13,19-Apr-13,SCMS from RDC,1927,13026.52,6.76,0.11,Yes,5724.4,16.11,India
Tanzania,N/A - From RDC,Truck,30-Nov-12,6-Nov-12,SCMS from RDC,844,3629.2,4.3,0.07,Yes,1696,5.09,India
Côte d'Ivoire,N/A - From RDC,Air,25-Jan-08,25-Jan-08,SCMS from RDC,2121,87173.1,41.1,0.34,Yes,2206,139.48,Germany
Haiti,N/A - From RDC,Air,4-Jul-10,3-Mar-10,SCMS from RDC,688,1541.12,2.24,0.07,Yes,6036.96,3.32,India
Nigeria,N/A - From RDC,Air,12-Apr-12,4-Dec-12,SCMS from RDC,6654,48574.2,7.3,0.08,Yes,51090,68.1,India
Uganda,N/A - From RDC,Air,12-Oct-07,10-Dec-07,SCMS from RDC,42,1102.5,26.25,0.88,Yes,3393,1.76,Germany
Côte d'Ivoire,CIP,Air,18-Dec-09,18-Dec-09,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),5320,268128.0,50.4,1.68,Yes,30,525.53,Netherlands
Haiti,FCA,Air,12-Dec-13,12-Dec-13,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),1865,36031.8,19.32,0.16,Yes,3222.27,44.57,Germany
Côte d'Ivoire,N/A - From RDC,Truck,28-Aug-13,28-Aug-13,SCMS from RDC,7800,56940.0,7.3,0.08,Yes,3033.26,70.43,India
Tanzania,EXW,Air,18-Jan-10,18-Jan-10,"Orgenics, Ltd",2024,141680.0,70.0,0.7,Yes,6923.2,277.69,India
Tanzania,N/A - From RDC,Air,21-Jul-10,31-Mar-10,SCMS from RDC,4800,13104.0,2.73,0.05,Yes,Freight Included in Commodity Cost,28.25,India
South Africa,DDP,Air,20-Sep-10,13-Dec-10,Aurobindo Pharma Limited,8366,62159.38,7.43,0.12,Yes,1697.9,134.02,India
Zambia,N/A - From RDC,Truck,8-Jun-14,6-Aug-14,SCMS from RDC,4636,52664.96,11.36,0.19,Yes,4130.15,54.14,India
Haiti,N/A - From RDC,Air,30-Jan-15,13-Feb-15,SCMS from RDC,2000,37800.0,18.9,0.16,Yes,5413.7,44.49,Germany
Haiti,N/A - From RDC,Air,21-Dec-09,16-Dec-09,SCMS from RDC,5323,30766.94,5.78,0.19,Yes,5338.55,66.33,India
Uganda,N/A - From RDC,Air,22-Mar-10,17-Mar-10,SCMS from RDC,5000,25650.0,5.13,0.17,Yes,5186.68,55.3,India
Zambia,EXW,Air,22-Apr-08,5-May-08,"Orgenics, Ltd",2000,143980.0,71.99,0.72,Yes,4113.16,230.37,India
Rwanda,N/A - From RDC,Truck,11-May-08,5-Nov-08,SCMS from RDC,4703,15049.6,3.2,0.05,Yes,3754.14,29.5,India
Nigeria,EXW,Air,2-Nov-14,11-Feb-14,CIPLA LIMITED,7325,36625.0,5.0,0.08,Yes,4967.03,45.31,India
Rwanda,FCA,Air,17-May-13,17-May-13,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),400,12328.0,30.82,0.1,Yes,7152.99,15.25,United Kingdom
South Africa,DDP,Air,15-Dec-10,8-Dec-10,Aurobindo Pharma Limited,8989,66788.27,7.43,0.12,Yes,3315.24,144.0,India
Tanzania,N/A - From RDC,Air,29-Jul-10,25-May-10,SCMS from RDC,2159,16667.48,7.72,0.13,Yes,3219.93,35.94,India
Côte d'Ivoire,EXW,Air,24-Mar-09,24-Mar-09,"Orgenics, Ltd",2000,140000.0,70.0,0.7,Yes,8603.58,274.4,India
Haiti,FCA,Air,4-Jun-11,6-Apr-11,"Orgenics, Ltd",2000,195360.0,97.68,0.98,Yes,7030.94,322.34,India
Nigeria,N/A - From RDC,Air Charter,16-Jun-09,16-Jun-09,SCMS from RDC,3994,45531.6,11.4,0.19,Yes,7329.83,89.24,India
Côte d'Ivoire,N/A - From RDC,Air,9-Aug-09,8-Sep-09,SCMS from RDC,8000,60240.0,7.53,0.13,Yes,Freight Included in Commodity Cost,118.07,India
Nigeria,N/A - From RDC,Air Charter,19-Apr-10,31-Mar-10,SCMS from RDC,5000,43800.0,8.76,0.15,Yes,Freight Included in Commodity Cost,94.43,India
Nigeria,N/A - From RDC,Air,22-Sep-08,22-Sep-08,SCMS from RDC,2066,7024.4,3.4,0.06,Yes,3487.94,11.24,India
Côte d'Ivoire,N/A - From RDC,Air,7-Feb-12,3-Jul-12,SCMS from RDC,9900,23067.0,2.33,0.04,Yes,2394.27,32.34,India
Rwanda,EXW,Air,18-Jan-08,18-Jan-08,"Trinity Biotech, Plc",463,64357.0,139.0,1.39,Yes,4360.83,102.97,India
Côte d'Ivoire,N/A - From RDC,Air,31-Jan-14,18-Feb-14,SCMS from RDC,9500,38000.0,4.0,0.07,Yes,3051.95,47.01,India
Côte d'Ivoire,N/A - From RDC,Air,12-Mar-08,3-Dec-08,SCMS from RDC,1200,2520.0,2.1,0.01,Yes,2605.77,4.94,India
Nigeria,N/A - From RDC,Air,1-Sep-08,9-Jan-08,SCMS from RDC,367,3486.5,9.5,0.16,Yes,2230,5.58,India
Rwanda,N/A - From RDC,Air,31-Jul-09,31-Jul-09,SCMS from RDC,8766,21389.04,2.44,0.04,Yes,4257.01,41.92,India
Mozambique,FCA,Air,24-May-11,24-May-11,Hoffmann-La Roche ltd Basel,420,43478.98,103.52,0.38,Yes,5017.18,71.74,Switzerland
Nigeria,EXW,Air,24-Jun-09,8-Jun-09,"Orgenics, Ltd",1500,120000.0,80.0,0.8,Yes,7120,235.2,India
Vietnam,FCA,Air,15-Mar-10,15-Mar-10,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),1820,149604.0,82.2,0.68,Yes,4755.76,322.55,Germany
Zimbabwe,N/A - From RDC,Truck,15-Aug-11,11-Aug-11,SCMS from RDC,1191,16197.6,13.6,0.06,Yes,2143.48,26.73,India
Nigeria,N/A - From RDC,Air Charter,31-Oct-09,20-Oct-09,SCMS from RDC,1200,2304.0,1.92,0.01,Yes,9341.49,4.52,India
Rwanda,FCA,Air,22-Aug-14,22-Aug-14,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),3500,23975.0,6.85,0.11,Yes,6776.8,24.65,Germany
Côte d'Ivoire,N/A - From RDC,Air,26-Nov-09,5-Nov-09,SCMS from RDC,6050,17545.0,2.9,0.05,Yes,5028.04,34.39,India
Guyana,N/A - From RDC,Air,24-Jan-08,24-Jan-08,SCMS from RDC,5670,70421.4,12.42,0.41,Yes,6141.25,112.67,India
Namibia,N/A - From RDC,Air,3-Nov-08,11-Mar-08,SCMS from RDC,763,24416.0,32.0,1.6,Yes,6148.1,39.07,India
Côte d'Ivoire,FCA,Air,29-Apr-11,29-Apr-11,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),3450,23632.5,6.85,0.11,Yes,4588.02,46.32,Germany
Guyana,EXW,Air,9-Jun-11,6-Sep-11,"Orgenics, Ltd",915,91500.0,100.0,1.0,Yes,11941.94,150.98,India
Vietnam,FCA,Air,4-Mar-13,3-Apr-13,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),1836,111665.52,60.82,0.51,Yes,958.85,138.13,Germany
Vietnam,EXW,Air,29-Jan-13,29-Jan-13,Aurobindo Pharma Limited,464,858.4,1.85,0.01,Yes,1222.31,1.06,India
Zimbabwe,EXW,Air Charter,14-Jun-14,14-Jun-14,STRIDES ARCOLAB LIMITED,7000,15400.0,2.2,0.04,Yes,11814.57,15.83,India
Rwanda,N/A - From RDC,Air,16-Jan-13,16-Jan-13,SCMS from RDC,5468,16130.6,2.95,0.05,Yes,2928.4,22.62,India
Vietnam,EXW,Air,22-Aug-12,22-Aug-12,Aurobindo Pharma Limited,3000,6720.0,2.24,0.07,Yes,1238.16,9.42,India
Côte d'Ivoire,N/A - From RDC,Air,8-Nov-09,11-Aug-09,SCMS from RDC,5010,48697.2,9.72,0.32,Yes,1854.88,95.45,India
Haiti,EXW,Air,8-Oct-12,10-Aug-12,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",600,14700.0,24.5,24.5,Yes,4209.61,20.61,India
Côte d'Ivoire,N/A - From RDC,Air,30-Dec-11,5-Dec-11,SCMS from RDC,7132,30097.04,4.22,0.14,Yes,3526.27,49.66,India
Vietnam,EXW,Air,8-Nov-08,11-Aug-08,STRIDES ARCOLAB LIMITED,9275,13448.75,1.45,0.02,Yes,7444.35,21.52,India
Uganda,N/A - From RDC,Air,1-Mar-13,28-Nov-12,SCMS from RDC,4938,17974.32,3.64,0.12,Yes,2154,25.2,India
Vietnam,EXW,Air,27-Jan-10,27-Jan-10,STRIDES ARCOLAB LIMITED,8904,12465.6,1.4,0.02,Yes,2633.91,26.88,India
Swaziland,EXW,Air,8-Sep-11,9-Aug-11,"Trinity Biotech, Plc",1270,40640.0,32.0,1.6,Yes,4726.15,67.06,India
Uganda,N/A - From RDC,Truck,30-Oct-12,30-Oct-12,SCMS from RDC,5154,39788.88,7.72,0.13,Yes,3293.34,55.78,India
Tanzania,N/A - From RDC,Truck,30-Jul-13,15-Aug-13,SCMS from RDC,6823,49807.9,7.3,0.08,Yes,2376,61.61,India
Nigeria,N/A - From RDC,Air,15-Jul-10,28-Jun-10,SCMS from RDC,5000,23000.0,4.6,0.15,Yes,Freight Included in Commodity Cost,49.59,India
Guyana,N/A - From RDC,Air,23-Nov-09,3-Nov-09,SCMS from RDC,4737,27379.86,5.78,0.19,Yes,6061.01,59.03,India
Haiti,EXW,Ocean,5-Sep-14,9-May-14,CIPLA LIMITED,4176,19209.6,4.6,0.15,Yes,2251.94,23.76,India
Nigeria,N/A - From RDC,Air Charter,21-Feb-11,16-Feb-11,SCMS from RDC,6700,15611.0,2.33,0.04,Yes,43548,33.66,India
Vietnam,EXW,Air,10-Sep-12,9-Oct-12,HETERO LABS LIMITED,6414,14944.62,2.33,0.04,Yes,1032.12,20.95,India
Tanzania,FCA,Air,30-Jul-09,30-Jul-09,Hoffmann-La Roche ltd Basel,820,73074.13,89.11,0.33,Yes,3310.89,143.23,Switzerland
Uganda,EXW,Air,4-Aug-15,8-Apr-15,Aurobindo Pharma Limited,4250,34170.0,8.04,0.13,Yes,1488.99,40.22,India
Vietnam,FCA,Air,12-Nov-09,11-Dec-09,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),1720,141384.0,82.2,0.68,Yes,10296.99,277.11,Germany
Zambia,N/A - From RDC,Truck,25-Jun-13,7-Jun-13,SCMS from RDC,3480,7864.8,2.26,0.04,Yes,11941.65,9.73,India
Zimbabwe,N/A - From RDC,Air,6-Sep-08,9-Jun-08,SCMS from RDC,1600,3200.0,2.0,0.07,Yes,3335.15,5.12,India
Nigeria,N/A - From RDC,Air,18-Apr-08,18-Apr-08,SCMS from RDC,109,1853.0,17.0,0.57,Yes,2812.3,2.96,Germany
Burundi,N/A - From RDC,Air,5-Feb-13,10-May-13,SCMS from RDC,574,1205.4,2.1,0.01,Yes,5384.96,1.49,India
Côte d'Ivoire,N/A - From RDC,Air,17-Jan-08,17-Jan-08,SCMS from RDC,479,19686.9,41.1,0.34,Yes,5947.88,31.5,Germany
Vietnam,EXW,Air,8-Mar-10,3-Aug-10,STRIDES ARCOLAB LIMITED,8738,20534.3,2.35,0.04,Yes,6683.69,44.27,India
Nigeria,N/A - From RDC,Air Charter,19-Apr-10,31-Mar-10,SCMS from RDC,8820,21520.8,2.44,0.04,Yes,Freight Included in Commodity Cost,46.4,India
Nigeria,N/A - From RDC,Air Charter,19-Apr-10,31-Mar-10,SCMS from RDC,4882,25044.66,5.13,0.17,Yes,Freight Included in Commodity Cost,54.0,India
Nigeria,N/A - From RDC,Air,15-Jul-10,28-Jun-10,SCMS from RDC,3000,17550.0,5.85,0.1,Yes,Freight Included in Commodity Cost,37.84,India
Haiti,N/A - From RDC,Air,31-Oct-11,8-Nov-11,SCMS from RDC,4520,6328.0,1.4,0.02,Yes,4692.14,10.44,India
"Congo, DRC",N/A - From RDC,Air,24-Sep-14,28-Oct-14,SCMS from RDC,1330,1729.0,1.3,0.01,Yes,5347.37,1.78,India
Rwanda,FCA,Air,16-Jul-14,16-Jul-14,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),316,9739.12,30.82,0.1,Yes,4399.65,10.01,United Kingdom
Zimbabwe,EXW,Air,22-Jan-09,22-Jan-09,"Orgenics, Ltd",1396,100498.04,71.99,0.72,Yes,5781.14,196.98,India
Zambia,N/A - From RDC,Truck,30-Jun-14,4-Jul-14,SCMS from RDC,5232,13027.68,2.49,0.04,Yes,770.14,13.39,India
Vietnam,EXW,Air,6-Jul-14,7-Jun-14,EMCURE PHARMACEUTICALS LTD,7063,16244.9,2.3,0.04,Yes,1769.68,20.09,India
Guyana,N/A - From RDC,Air,23-Nov-10,19-Sep-10,SCMS from RDC,230,515.2,2.24,0.07,Yes,3380.86,1.11,India
Guyana,EXW,Air,23-May-12,23-May-12,"Trinity Biotech, Plc",1513,48416.0,32.0,1.6,Yes,5577.13,67.88,India
South Sudan,N/A - From RDC,Air,9-Jan-14,1-Sep-14,SCMS from RDC,396,2581.92,6.52,0.11,Yes,4708,2.65,India
Nigeria,N/A - From RDC,Air Charter,9-Apr-13,23-Jul-13,SCMS from RDC,4026,29269.02,7.27,0.12,Yes,Freight Included in Commodity Cost,36.21,India
Côte d'Ivoire,N/A - From RDC,Air,4-Jun-10,15-Feb-10,SCMS from RDC,4319,11790.87,2.73,0.05,Yes,1083.3,23.11,India
Côte d'Ivoire,N/A - From RDC,Air,14-May-08,14-May-08,SCMS from RDC,3847,28467.8,7.4,0.12,Yes,1514.68,45.55,India
"Congo, DRC",N/A - From RDC,Air,30-Sep-14,24-Oct-14,SCMS from RDC,1090,2289.0,2.1,0.01,Yes,5580.44,2.35,India
Haiti,FCA,Air,26-Sep-14,26-Sep-14,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),1008,18809.28,18.66,0.16,Yes,2562.6,19.34,Germany
Côte d'Ivoire,EXW,Air,1-Mar-14,3-Jan-14,Aurobindo Pharma Limited,6500,8125.0,1.25,0.04,Yes,4837.38,10.05,India
Libya,N/A - From RDC,Air,23-May-12,8-May-12,SCMS from RDC,6667,26067.97,3.91,0.13,Yes,3062.18,36.55,India
Rwanda,EXW,Air,19-Nov-07,19-Nov-07,Premier Medical Corporation Ltd.,1400,23100.0,16.5,0.55,Yes,3616.95,36.96,India
Rwanda,N/A - From RDC,Air,16-Mar-09,16-Mar-09,SCMS from RDC,7425,23760.0,3.2,0.05,Yes,5637.82,46.57,India
Haiti,N/A - From RDC,Air,12-Oct-08,10-Dec-08,SCMS from RDC,8100,23571.0,2.91,0.05,Yes,5866.29,46.2,India
Rwanda,N/A - From RDC,Air,27-Apr-09,27-Apr-09,SCMS from RDC,7350,22050.0,3.0,0.05,Yes,3366.98,43.22,India
Uganda,N/A - From RDC,Truck,16-Feb-15,30-Jan-15,SCMS from RDC,6000,11940.0,1.99,0.03,Yes,2055.25,14.05,India
Guyana,N/A - From RDC,Air,11-Jul-07,7-Nov-07,SCMS from RDC,1848,17556.0,9.5,0.16,Yes,4807,28.09,India
Côte d'Ivoire,CIP,Air,16-Apr-10,16-Apr-10,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),3600,181440.0,50.4,1.68,Yes,1924.57,355.62,Netherlands
Ethiopia,EXW,Air,27-Jan-09,27-Jan-09,"Orgenics, Ltd",10000,80000.0,8.0,0.08,Yes,4856.14,156.8,India
Ethiopia,N/A - From RDC,Air,15-Jun-10,1-Jun-10,SCMS from RDC,4000,68560.0,17.14,0.29,Yes,961.46,147.82,India
Côte d'Ivoire,N/A - From RDC,Air,21-Aug-07,21-Aug-07,SCMS from RDC,1161,2496.15,2.15,0.04,Yes,4200.78,3.99,India
Dominican Republic,EXW,Air,10-Jul-11,7-Oct-11,"Orgenics, Ltd",1000,92000.0,92.0,0.92,Yes,8776.57,151.8,India
Côte d'Ivoire,N/A - From RDC,Air,28-Sep-09,28-Sep-09,SCMS from RDC,7000,52710.0,7.53,0.13,Yes,6087.84,103.31,India
Zimbabwe,N/A - From RDC,Truck,31-Jul-13,6-Aug-13,SCMS from RDC,4800,15984.0,3.33,0.11,Yes,11133.66,19.77,India
Haiti,N/A - From RDC,Air,24-Mar-10,3-Mar-10,SCMS from RDC,1069,2052.48,1.92,0.01,Yes,6036.96,4.43,India
Zambia,N/A - From RDC,Air,26-Jun-07,26-Jun-07,SCMS from RDC,3436,58240.2,16.95,0.19,Yes,1848.37,93.18,India
Zimbabwe,N/A - From RDC,Truck,3-Dec-08,12-Mar-08,SCMS from RDC,525,4278.75,8.15,0.14,Yes,1746.3,6.85,India
Vietnam,EXW,Air,30-Mar-10,30-Mar-10,Aurobindo Pharma Limited,3528,27342.0,7.75,0.26,Yes,3538.57,58.95,India
Côte d'Ivoire,N/A - From RDC,Air,22-Mar-10,11-Mar-10,SCMS from RDC,1907,29558.5,15.5,0.26,Yes,1042.58,57.93,India
Guyana,N/A - From RDC,Air,30-Sep-13,4-Oct-13,SCMS from RDC,71,660.3,9.3,0.1,Yes,1303,0.82,India
Haiti,N/A - From RDC,Air,28-Feb-11,14-Feb-11,SCMS from RDC,544,7452.8,13.7,0.06,Yes,6555.75,12.3,India
Kenya,N/A - From RDC,Truck,31-Oct-08,31-Oct-08,SCMS from RDC,1250,40000.0,32.0,1.6,Yes,157.5,78.4,India
Tanzania,EXW,Air,22-Mar-14,22-Mar-14,Aurobindo Pharma Limited,5925,9243.0,1.56,0.05,Yes,3245.39,11.43,India
Zimbabwe,N/A - From RDC,Truck,30-Apr-13,29-Apr-13,SCMS from RDC,4136,9347.36,2.26,0.04,Yes,8600,11.56,India
Zimbabwe,N/A - From RDC,Truck,31-Jul-13,6-Aug-13,SCMS from RDC,23090,52183.4,2.26,0.04,Yes,11133.66,64.55,India
Nigeria,N/A - From RDC,Air Charter,31-Jan-14,26-Nov-13,SCMS from RDC,6398,14459.48,2.26,0.04,Yes,26340,17.89,India
Côte d'Ivoire,N/A - From RDC,Air,5-Oct-10,15-Feb-10,SCMS from RDC,4149,11326.77,2.73,0.05,Yes,1083.3,24.42,India
Kenya,N/A - From RDC,Truck,31-Oct-08,31-Oct-08,SCMS from RDC,1250,40000.0,32.0,1.6,Yes,157.5,78.4,India
Côte d'Ivoire,FCA,Ocean,23-Mar-12,23-Mar-12,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),1573,48479.86,30.82,0.26,Yes,40289,79.99,Germany
Uganda,N/A - From RDC,Truck,4-Jan-10,25-Mar-10,SCMS from RDC,3354,37631.88,11.22,0.19,Yes,1694,73.76,India
Guyana,N/A - From RDC,Air,31-Dec-13,30-Nov-13,SCMS from RDC,3402,19969.74,5.87,0.2,Yes,4523,24.7,India
South Africa,DDP,Ocean,15-Aug-11,15-Sep-11,Aurobindo Pharma Limited,7548,55100.4,7.3,0.12,Yes,659.58,90.92,India
Côte d'Ivoire,CIP,Air,7-Jun-10,6-Jul-10,BRISTOL-MYERS SQUIBB,2000,19000.0,9.5,0.16,Yes,830.05,40.96,France
Guyana,EXW,Air,17-Aug-09,17-Aug-09,"PUETRO RICO PHARMACEUTICAL, INC.",4900,147931.0,30.19,1.01,Yes,2748.16,289.94,Germany
Nigeria,FCA,Air,15-Mar-10,15-Mar-10,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),194,7441.84,38.36,0.11,Yes,2818.79,16.04,United Kingdom
Haiti,N/A - From RDC,Air,30-Jun-10,9-Jun-10,SCMS from RDC,480,6528.0,13.6,0.06,Yes,6438.38,14.07,India
Uganda,N/A - From RDC,Air,30-Sep-14,1-Oct-14,SCMS from RDC,3273,44250.96,13.52,0.45,Yes,2786.61,45.49,India
Zimbabwe,N/A - From RDC,Air,15-Feb-13,24-Jan-13,SCMS from RDC,1573,38947.48,24.76,0.21,Yes,2392,48.18,India
Mozambique,N/A - From RDC,Truck,18-Jul-08,18-Jul-08,SCMS from RDC,1358,13023.22,9.59,0.11,Yes,2107.14,20.84,United Kingdom
Côte d'Ivoire,FCA,Air,29-Nov-13,29-Nov-13,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),3000,20550.0,6.85,0.11,Yes,6020.48,25.42,Germany
Côte d'Ivoire,N/A - From RDC,Truck,15-Dec-11,19-Nov-11,SCMS from RDC,8100,18873.0,2.33,0.04,Yes,3296.34,31.14,India
Uganda,N/A - From RDC,Air,2-Aug-11,23-Dec-10,SCMS from RDC,2316,19801.8,8.55,0.14,Yes,2294.85,32.67,India
Vietnam,FCA,Air,16-Jul-08,16-Jul-08,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),1520,124944.0,82.2,0.68,Yes,4393.32,199.91,Germany
Rwanda,EXW,Air,4-Jun-09,6-Apr-09,"Trinity Biotech, Plc",1163,37216.0,32.0,1.6,Yes,6269.97,72.94,India
Guyana,EXW,Air,16-Jun-15,16-Jun-15,HETERO LABS LIMITED,3715,20766.85,5.59,0.19,Yes,3248.6,24.44,India
