PC1,PC2
-0.7161850167943794,-0.6134950137085922
-1.046379998052452,2.5288363073901503
-0.721861494020822,-0.61302407708089
-0.8725896889362064,0.79708214684905
-0.7167346432650509,-0.5815441680147659
-0.6491129789748753,-0.6190717506668444
-0.8612869745522316,0.9312450878180962
-0.7370872439058095,-0.4855904486995665
-0.7683258691596773,-0.05838244508961611
-0.7153266540665537,-0.5799365277677291
-0.8057504962218036,0.24113009508836508
-0.7526411174604876,-0.31937190139206595
-0.820367983709248,0.459927078872608
-0.8604923527190088,0.8475248967168368
-0.778345875701355,0.050403108617893495
-0.7737697604475807,0.05100784990762124
-0.7163441736495463,-0.5818829352534105
-0.7564848472015416,-0.29350602565071665
-0.7941998312467577,0.10140058172113091
-0.8124844207849353,0.5444898963155216
-0.5169958131882194,-0.1284598581432704
-0.4962043577986652,-0.1702181091227442
-0.7032638640721538,-0.5380841573921171
-0.7095857467646375,-0.5866596323269335
-0.6669209895533929,-0.4860321724889609
-0.700627948686374,-0.5422368747222583
-0.7242415724128641,-0.49421995730801815
-0.5872561296063251,-0.5175274447102619
-0.7243907617034833,-0.49423050546572755
-0.6506547231225328,-0.5108717593443168
-0.16438625031064885,0.2753237119044282
-0.32004002059968845,-0.23532133307122083
-0.41729214408100207,-0.5282444756979141
-0.7992668008374678,0.13592463390686652
-0.8075985393919699,0.407850185709303
-0.672484352509267,-0.11707288737757905
-0.7454202411549768,-0.3851541796784345
-0.4945148416517099,-0.3869562303820393
-0.7200717382181728,-0.4806598383157471
-1.4671210837062527,7.308635810831075
-0.7025665801467836,-0.6146261191104304
-0.7458189376651234,0.2395987227027305
-0.7433504513319755,-0.4317644591376196
-0.7348059583813562,0.026893433016266097
-0.7095415654604385,-0.6140467201548943
-0.7011853055758139,0.1943946589281026
-0.6863456263262302,-0.19663884719562089
-0.7552219954467816,-0.3075898351387101
-0.7541527863548084,-0.2888282805231019
-0.7267746748768686,-0.5286497163669794
-0.7698571996761551,-0.0827397387662567
-0.7523333281607937,-0.3472953727423509
-0.7575241695967574,0.07583838012602605
-0.7533452882338378,-0.31924934594070065
-0.6601330369423165,-0.14597321034954464
-0.7338932119828139,-0.48295681107168753
-0.8792951565961887,0.8628490629121357
-0.7522389165987544,-0.32776269353359877
-0.7525339329097728,-0.17407859394732217
-0.5596283103631858,-0.4820311393433276
-0.7055823049302642,-0.5336135618999287
-0.48495965956569675,-0.46157369237342777
-0.6570873745855017,-0.2548263361433829
-0.6777075804322285,-0.17953019574496246
-0.7311432447332213,-0.5226935384993646
-0.7056448049686375,-0.540348955253491
-0.7416276084102448,-0.2309872458990478
-0.02311902758891154,0.23361064260197875
-0.7899348433636965,0.40499877303634585
-0.6623999098072374,-0.3567798900506475
-0.7975511063895914,0.13616826543448962
-0.7417252711595668,-0.4480082570643318
-0.7417252711595668,-0.4480082570643318
-0.7369054228611677,-0.44062536802855284
-0.7826785963971786,0.021816653064090637
-0.7255321533864404,-0.49881820292953977
-0.892033723800478,1.703376433765645
-1.046379998052452,2.5288363073901503
-1.0452496934891773,2.5290116516516408
-0.7438104204300839,0.0011309122443002577
-0.6471404041339102,1.1933995707595761
-0.6670689851903921,-0.6175783349358589
-0.7884396325433146,0.0314010359303223
-0.5837269586583599,-0.15745273611453517
-0.7237954422358187,-0.6128625374436906
-0.8505439099323059,0.9599585212839886
-0.7478895258554276,-0.38701537782618456
-0.7619821294602286,-0.09607099111941363
-0.6916700896774236,-0.48276912129938915
-0.691695005389308,-0.13468433377287523
-0.7363125310289144,-0.4851677388038386
-0.7328562535512168,-0.49228462474466644
-0.8008052304928773,0.20504038311132441
-0.9381489529244144,1.696452142956813
-0.694906996310539,-0.4928019510319632
-0.7036208521489656,-0.5132756626170478
-0.639366425110873,-0.5489298440486997
-0.6895278859904631,-0.17133823383392494
0.10067478428701736,-0.13124096222879192
-0.6364004991072658,-0.22840586918123137
-0.722902674111524,-0.5440197106348079
-0.6619308397995468,-0.5698901458649271
-0.6245891869348217,-0.3148176514585105
-0.7439946211739867,-0.1669361789646188
-0.7464092656775346,-0.39477712262879766
-0.7693057292212329,-0.08305177075496124
-0.7950346789679928,0.31821336127728866
-0.8514637063126442,0.586084369587577
-0.7415634058990627,-0.44223843560101717
-0.7775146950766507,0.4064388435579916
-0.5168268464653434,-0.22009953028725895
-0.5573499645288614,-0.08804246799160384
-0.568711644482508,0.202935932818492
-0.6787110540160959,-0.5123609374360518
-0.6991881570500412,-0.32845714326444014
-0.7408157447742559,-0.4393558882094365
-0.7517257814041878,-0.3341451828735891
-0.7369054228611677,-0.44062536802855284
-0.7369025362079485,-0.12957151957030383
-0.7679750105926663,-0.11968136130349517
-0.7467539587778509,-0.2283782991682328
-0.7476312119099547,-0.381702977606779
-0.8837603274317705,0.987254824139226
-0.7559624709962133,0.11140589719460034
-0.7210326590715377,-0.6130933083539756
-0.7190583112852316,-0.6132550119618958
-0.7024468504292605,0.1851296889760159
-0.7224140506536783,-0.612977922898833
-0.7665488212988166,1.5219429386320047
-0.7232152577713197,-0.6129109993348504
-0.700350645213464,-0.4744646268788402
-0.911803330656334,1.3097665891859063
-0.7571342203668597,-0.28975960934455325
-0.7469754296938153,0.08205163660193696
-0.48328267560485366,0.11385600790537728
-1.2169497169166417,10.404530155206771
-0.7179464416391559,-0.43899835257146264
-0.7278868828119771,-0.526636356821843
-0.17496271371112196,-0.07218332045241127
-0.7021594681678857,-0.49020712131341715
-0.6982857842781094,-0.551105323572404
-0.5260528119992604,-0.20418132544013962
-0.29715961790370865,-0.2659287861266001
-0.4986242555946439,-0.15772523049806256
-0.4105067512139947,-0.267320891540984
-0.23271097403529525,-0.06882886755641844
-0.6576241753742526,-0.5397763858306913
-0.7198313259965022,-0.5243278443097841
-0.6775921770073273,-0.25414206066495904
-0.7275701235362276,-0.095640602166862
-0.7933465130324756,0.23368016833058766
-0.7391422287900044,-0.4752003130013707
-0.7213548261839597,-0.28828020437527196
-0.7254784361685915,-0.5152485154959558
-0.7296805912009658,-0.5441674855030265
-0.8423991703070618,0.5660311215293637
-0.785791202387195,0.02168801547061659
-0.7334376286963669,-0.49490116615127855
-0.3098819923126981,-0.40211594951227503
-0.75631124753522,0.006846636628830666
-0.7849385121454526,0.12737377168566072
-0.738680866973153,0.1941209778175805
-0.8077925433939501,0.2681550597802446
-0.7815585633248151,0.32255947437107463
-0.7189477999586603,-0.6132642427983073
-0.7053145072190885,-0.6143997996476303
-0.6975106869561495,-0.615048429876252
-0.7212398678088587,-0.6130760005357042
-0.6865868737558476,-0.20408574415171146
-0.7304308028664822,-0.49354567891022216
-0.8207487665367088,0.4365689880746171
-0.7237954422358187,-0.6128625374436906
-0.8446402289319119,0.6022952112181171
-0.7590055798018304,-0.2711293382903897
-0.7889469426776977,0.10038284788074327
-0.7540261009387507,-0.3338724518226405
-1.4932750157973986,7.304528137586135
-0.826602788059265,0.5186401175657995
-0.7255138742344168,-0.49184527731549454
-0.7664426913609962,-0.08212275548532097
-0.7609876547360156,-0.13123937764653237
-0.8124844207849353,0.5444898963155216
-0.5486805479425196,-0.4655153101433006
-0.7029396354597077,-0.5880174117495784
-0.7183184448501171,-0.570338976773589
-0.42031013900622366,-0.5046108172641854
-0.22904108154318673,-0.5393960365610097
-0.6996715477698703,-0.5201152714139253
-0.7202368007663748,-0.5885070557963488
-0.7354244952229747,-0.500060331174392
-0.6311771448393696,-0.1150252673591314
-0.7008149007620558,-0.30470466207858204
-0.6051802220680691,-0.48495327762863244
-0.6901619881155214,-0.4809569429862596
-0.6575269437869372,-0.5369616198897377
-0.7376996743710861,-0.4148018290019167
-0.30875808118367354,-0.1966042028579725
-0.7133517211615863,0.012441122040811076
-0.6215183877048797,-0.23397529302926998
-0.7340954708932736,-0.5153029264356181
-0.7369054228611677,-0.44062536802855284
-0.8076851346925695,0.26091748896658634
-0.7667580935387569,-0.031595847173476514
-0.7744226561340048,-0.04671295961282924
-0.7656735621516794,-0.08691457356992698
-1.5270520526298252,7.299128094720525
-0.5939013872522535,0.010144674213442104
-0.8102131632556866,0.20572123812185447
-0.7361311273952821,-0.470111045723982
-0.8001731824423647,0.15575620007692387
-0.8046991328551214,0.4973147793837179
-0.6539504167960611,-0.1397239267726451
-0.721014826509717,-0.47903481095263367
-0.7346660886477838,-0.46798849073617294
-0.8227144562786358,0.5331724596237734
-0.7632638171920141,-0.11652289493288341
-0.6300656734094675,-0.6206563209073926
-0.7520442473421316,-0.1149190489746141
-0.7261340567499157,-0.5810320049831298
-0.7316104116005916,-0.3020963262205653
-0.7545449625072681,-0.3109222605574708
-0.7348428622550948,-0.3083131961127653
-0.7171782342269138,-0.531947401575887
-0.5668394742176367,0.12742774475835034
-0.2390287316251446,-0.1265740734816938
-0.6516619347797947,-0.5215550515683217
-0.8378765464086175,0.5255827782337643
-0.7219075844475891,-0.5456117571880511
-0.7491147447685249,-0.36656820204422214
-0.7155486283809549,-0.5877870001528708
-0.7237493201573296,-0.5054761826159632
-0.782686229546226,0.030043222375356296
-0.7286289552347051,0.1455585439500807
-0.6952776703792484,-0.5679781775690573
-0.29698911595425515,0.2564806885563049
-0.66470192876549,-0.49167311724463375
-0.6095225995996774,-0.5352203706576069
-0.7170670481919948,-0.5223998827417146
-0.7397240856123254,-0.20002532378142443
-1.5298395395565032,7.298685875366546
-1.5298395395565032,7.298685875366546
-1.4671210837062527,7.308635810831075
-0.7080368595411912,-0.3415148646146844
-0.6394166522444039,-0.6198784589690113
